ZipCode,Category,Destination,YearsAhead,AbsoluteValue,NormalizedValue,Rank,Metric
12311,Distance To Work,60617,,10.965,0.528691167,21,Distance between two zipcodes in miles
60608,Distance To Work,60617,,10.662,0.541715023,20,Distance between two zipcodes in miles
60609,Distance To Work,60617,,7.924,0.659402536,14,Distance between two zipcodes in miles
60610,Distance To Work,60617,,12.619,0.457597249,26,Distance between two zipcodes in miles
60612,Distance To Work,60617,,12.627,0.457253385,27,Distance between two zipcodes in miles
60613,Distance To Work,60617,,16.037,0.310681281,36,Distance between two zipcodes in miles
60614,Distance To Work,60617,,14.092,0.394283258,31,Distance between two zipcodes in miles
60615,Distance To Work,60617,,6.096,0.7379755,10,Distance between two zipcodes in miles
60616,Distance To Work,60617,,8.409,0.63855577,16,Distance between two zipcodes in miles
60617,Distance To Work,60617,,0,1,1,Distance between two zipcodes in miles
60618,Distance To Work,60617,,17.043,0.267440361,38,Distance between two zipcodes in miles
60619,Distance To Work,60617,,3.178,0.863399957,3,Distance between two zipcodes in miles
60620,Distance To Work,60617,,5.728,0.753793252,7,Distance between two zipcodes in miles
60621,Distance To Work,60617,,5.791,0.751085321,8,Distance between two zipcodes in miles
60622,Distance To Work,60617,,13.78,0.407693961,30,Distance between two zipcodes in miles
60623,Distance To Work,60617,,11.608,0.501053084,23,Distance between two zipcodes in miles
60624,Distance To Work,60617,,13.573,0.416591446,29,Distance between two zipcodes in miles
60625,Distance To Work,60617,,18.283,0.214141414,41,Distance between two zipcodes in miles
60626,Distance To Work,60617,,20.292,0.127788524,47,Distance between two zipcodes in miles
60628,Distance To Work,60617,,4.552,0.804341285,6,Distance between two zipcodes in miles
60629,Distance To Work,60617,,8.485,0.635289061,17,Distance between two zipcodes in miles
60630,Distance To Work,60617,,19.794,0.149194068,45,Distance between two zipcodes in miles
60631,Distance To Work,60617,,23.265,0,51,Distance between two zipcodes in miles
60632,Distance To Work,60617,,9.534,0.590199871,19,Distance between two zipcodes in miles
60633,Distance To Work,60617,,4.173,0.82063185,4,Distance between two zipcodes in miles
60634,Distance To Work,60617,,20.263,0.129035031,46,Distance between two zipcodes in miles
60636,Distance To Work,60617,,7.097,0.694949495,13,Distance between two zipcodes in miles
60637,Distance To Work,60617,,4.311,0.814700193,5,Distance between two zipcodes in miles
60638,Distance To Work,60617,,11.881,0.489318719,24,Distance between two zipcodes in miles
60639,Distance To Work,60617,,17.014,0.268686869,37,Distance between two zipcodes in miles
60640,Distance To Work,60617,,17.509,0.247410273,39,Distance between two zipcodes in miles
60641,Distance To Work,60617,,18.36,0.210831721,42,Distance between two zipcodes in miles
60642,Distance To Work,60617,,13.035,0.439716312,28,Distance between two zipcodes in miles
60643,Distance To Work,60617,,6.053,0.73982377,9,Distance between two zipcodes in miles
60644,Distance To Work,60617,,14.992,0.355598539,32,Distance between two zipcodes in miles
60645,Distance To Work,60617,,20.63,0.113260262,48,Distance between two zipcodes in miles
60646,Distance To Work,60617,,21.555,0.073500967,49,Distance between two zipcodes in miles
60647,Distance To Work,60617,,15.229,0.345411562,33,Distance between two zipcodes in miles
60649,Distance To Work,60617,,2.809,0.879260692,2,Distance between two zipcodes in miles
60651,Distance To Work,60617,,15.293,0.342660649,34,Distance between two zipcodes in miles
60652,Distance To Work,60617,,8.385,0.639587363,15,Distance between two zipcodes in miles
60653,Distance To Work,60617,,6.942,0.701611863,12,Distance between two zipcodes in miles
60654,Distance To Work,60617,,11.98,0.4850634,25,Distance between two zipcodes in miles
60655,Distance To Work,60617,,8.529,0.633397808,18,Distance between two zipcodes in miles
60656,Distance To Work,60617,,21.644,0.069675478,50,Distance between two zipcodes in miles
60657,Distance To Work,60617,,15.566,0.330926284,35,Distance between two zipcodes in miles
60659,Distance To Work,60617,,19.542,0.16002579,44,Distance between two zipcodes in miles
60660,Distance To Work,60617,,18.164,0.219256394,40,Distance between two zipcodes in miles
60707,Distance To Work,60617,,18.764,0.193466581,43,Distance between two zipcodes in miles
60827,Distance To Work,60617,,6.9,0.70341715,11,Distance between two zipcodes in miles
6761,Distance To Work,60618,,5.736,0.727091065,24,Distance between two zipcodes in miles
12311,Distance To Work,60618,,6.352,0.697782853,28,Distance between two zipcodes in miles
60608,Distance To Work,60618,,6.978,0.667998858,29,Distance between two zipcodes in miles
60609,Distance To Work,60618,,9.88,0.529926729,34,Distance between two zipcodes in miles
60610,Distance To Work,60618,,4.634,0.779522314,19,Distance between two zipcodes in miles
60612,Distance To Work,60618,,4.859,0.768817204,20,Distance between two zipcodes in miles
60613,Distance To Work,60618,,2.576,0.877438386,6,Distance between two zipcodes in miles
60614,Distance To Work,60618,,3.305,0.84275383,10,Distance between two zipcodes in miles
60615,Distance To Work,60618,,10.953,0.47887525,36,Distance between two zipcodes in miles
60616,Distance To Work,60618,,8.64,0.58892378,32,Distance between two zipcodes in miles
60617,Distance To Work,60618,,17.043,0.189123608,46,Distance between two zipcodes in miles
60618,Distance To Work,60618,,0,1,1,Distance between two zipcodes in miles
60619,Distance To Work,60618,,15.219,0.275906366,45,Distance between two zipcodes in miles
60620,Distance To Work,60618,,14.64,0.303454182,44,Distance between two zipcodes in miles
60621,Distance To Work,60618,,12.134,0.422685317,39,Distance between two zipcodes in miles
60622,Distance To Work,60618,,3.489,0.833999429,12,Distance between two zipcodes in miles
60623,Distance To Work,60618,,7.662,0.635455324,31,Distance between two zipcodes in miles
60624,Distance To Work,60618,,4.94,0.764963365,21,Distance between two zipcodes in miles
60625,Distance To Work,60618,,1.38,0.934341993,2,Distance between two zipcodes in miles
60626,Distance To Work,60618,,4.42,0.789704063,17,Distance between two zipcodes in miles
60628,Distance To Work,60618,,18.413,0.123941384,49,Distance between two zipcodes in miles
60629,Distance To Work,60618,,11.733,0.441764202,37,Distance between two zipcodes in miles
60630,Distance To Work,60618,,3.385,0.838947569,11,Distance between two zipcodes in miles
60631,Distance To Work,60618,,7.078,0.663241031,30,Distance between two zipcodes in miles
60632,Distance To Work,60618,,8.987,0.572414121,33,Distance between two zipcodes in miles
60633,Distance To Work,60618,,20.632,0.018365211,50,Distance between two zipcodes in miles
60634,Distance To Work,60618,,5.667,0.730373965,23,Distance between two zipcodes in miles
60636,Distance To Work,60618,,11.834,0.436958797,38,Distance between two zipcodes in miles
60637,Distance To Work,60618,,12.817,0.390189361,41,Distance between two zipcodes in miles
60638,Distance To Work,60618,,12.276,0.415929204,40,Distance between two zipcodes in miles
60639,Distance To Work,60618,,3.721,0.822961271,13,Distance between two zipcodes in miles
60640,Distance To Work,60618,,2.48,0.8820059,5,Distance between two zipcodes in miles
60641,Distance To Work,60618,,2.576,0.877438386,6,Distance between two zipcodes in miles
60642,Distance To Work,60618,,4.02,0.80873537,14,Distance between two zipcodes in miles
60643,Distance To Work,60618,,17.377,0.173232467,48,Distance between two zipcodes in miles
60644,Distance To Work,60618,,5.736,0.727091065,24,Distance between two zipcodes in miles
60645,Distance To Work,60618,,4.173,0.801455895,16,Distance between two zipcodes in miles
60646,Distance To Work,60618,,4.632,0.779617471,18,Distance between two zipcodes in miles
60647,Distance To Work,60618,,2.071,0.901465411,3,Distance between two zipcodes in miles
60649,Distance To Work,60618,,14.37,0.316300314,43,Distance between two zipcodes in miles
60651,Distance To Work,60618,,4.02,0.80873537,14,Distance between two zipcodes in miles
60652,Distance To Work,60618,,13.813,0.342801408,42,Distance between two zipcodes in miles
60653,Distance To Work,60618,,10.102,0.519364354,35,Distance between two zipcodes in miles
60654,Distance To Work,60618,,5.168,0.75411552,22,Distance between two zipcodes in miles
60655,Distance To Work,60618,,17.262,0.178703968,47,Distance between two zipcodes in miles
60656,Distance To Work,60618,,6.334,0.698639262,27,Distance between two zipcodes in miles
60657,Distance To Work,60618,,2.174,0.896564849,4,Distance between two zipcodes in miles
60659,Distance To Work,60618,,2.761,0.868636407,8,Distance between two zipcodes in miles
60660,Distance To Work,60618,,2.921,0.861023884,9,Distance between two zipcodes in miles
60707,Distance To Work,60618,,6.035,0.712865163,26,Distance between two zipcodes in miles
60827,Distance To Work,60618,,21.018,0,51,Distance between two zipcodes in miles
6761,Distance To Work,60619,,9.786,0.533132961,24,Distance between two zipcodes in miles
12311,Distance To Work,60619,,9.676,0.538380802,23,Distance between two zipcodes in miles
60608,Distance To Work,60619,,8.409,0.598826392,20,Distance between two zipcodes in miles
60609,Distance To Work,60619,,5.478,0.738657507,13,Distance between two zipcodes in miles
60610,Distance To Work,60619,,11.151,0.468012022,27,Distance between two zipcodes in miles
60612,Distance To Work,60619,,10.508,0.49868804,26,Distance between two zipcodes in miles
60613,Distance To Work,60619,,14.64,0.30156004,37,Distance between two zipcodes in miles
60614,Distance To Work,60619,,12.593,0.399217595,32,Distance between two zipcodes in miles
60615,Distance To Work,60619,,4.859,0.768188541,10,Distance between two zipcodes in miles
60616,Distance To Work,60619,,6.921,0.669815371,19,Distance between two zipcodes in miles
60617,Distance To Work,60619,,3.178,0.848385096,5,Distance between two zipcodes in miles
60618,Distance To Work,60619,,15.219,0.273937312,38,Distance between two zipcodes in miles
60619,Distance To Work,60619,,0,1,1,Distance between two zipcodes in miles
60620,Distance To Work,60619,,2.585,0.876675731,2,Distance between two zipcodes in miles
60621,Distance To Work,60619,,3.166,0.848957588,4,Distance between two zipcodes in miles
60622,Distance To Work,60619,,11.79,0.437526836,30,Distance between two zipcodes in miles
60623,Distance To Work,60619,,8.939,0.573541339,22,Distance between two zipcodes in miles
60624,Distance To Work,60619,,11.208,0.465292686,28,Distance between two zipcodes in miles
60625,Distance To Work,60619,,16.539,0.210963217,42,Distance between two zipcodes in miles
60626,Distance To Work,60619,,18.89,0.098802538,47,Distance between two zipcodes in miles
60628,Distance To Work,60619,,3.489,0.833548018,7,Distance between two zipcodes in miles
60629,Distance To Work,60619,,5.408,0.741997042,12,Distance between two zipcodes in miles
60630,Distance To Work,60619,,17.66,0.157482945,44,Distance between two zipcodes in miles
60631,Distance To Work,60619,,20.961,0,51,Distance between two zipcodes in miles
60632,Distance To Work,60619,,6.897,0.670960355,18,Distance between two zipcodes in miles
60633,Distance To Work,60619,,5.48,0.738562092,14,Distance between two zipcodes in miles
60634,Distance To Work,60619,,17.793,0.151137827,45,Distance between two zipcodes in miles
60636,Distance To Work,60619,,4.151,0.801965555,9,Distance between two zipcodes in miles
60637,Distance To Work,60619,,2.809,0.865989218,3,Distance between two zipcodes in miles
60638,Distance To Work,60619,,8.717,0.584132436,21,Distance between two zipcodes in miles
60639,Distance To Work,60619,,14.638,0.301655455,36,Distance between two zipcodes in miles
60640,Distance To Work,60619,,16.082,0.232765612,39,Distance between two zipcodes in miles
60641,Distance To Work,60619,,16.194,0.227422356,41,Distance between two zipcodes in miles
60642,Distance To Work,60619,,11.34,0.458995277,29,Distance between two zipcodes in miles
60643,Distance To Work,60619,,3.782,0.819569677,8,Distance between two zipcodes in miles
60644,Distance To Work,60619,,12.383,0.409236201,31,Distance between two zipcodes in miles
60645,Distance To Work,60619,,19.086,0.089451839,48,Distance between two zipcodes in miles
60646,Distance To Work,60619,,19.541,0.06774486,50,Distance between two zipcodes in miles
60647,Distance To Work,60619,,13.263,0.367253471,34,Distance between two zipcodes in miles
60649,Distance To Work,60619,,3.311,0.842039979,6,Distance between two zipcodes in miles
60651,Distance To Work,60619,,12.922,0.383521779,33,Distance between two zipcodes in miles
60652,Distance To Work,60619,,5.214,0.751252326,11,Distance between two zipcodes in miles
60653,Distance To Work,60619,,5.521,0.736606078,15,Distance between two zipcodes in miles
60654,Distance To Work,60619,,10.468,0.500596346,25,Distance between two zipcodes in miles
60655,Distance To Work,60619,,5.861,0.720385478,16,Distance between two zipcodes in miles
60656,Distance To Work,60619,,19.219,0.083106722,49,Distance between two zipcodes in miles
60657,Distance To Work,60619,,14.042,0.330089213,35,Distance between two zipcodes in miles
60659,Distance To Work,60619,,17.868,0.147559754,46,Distance between two zipcodes in miles
60660,Distance To Work,60619,,16.764,0.200228997,43,Distance between two zipcodes in miles
60707,Distance To Work,60619,,16.152,0.229426077,40,Distance between two zipcodes in miles
60827,Distance To Work,60619,,6.297,0.699584943,17,Distance between two zipcodes in miles
6761,Distance To Work,60620,,9.717,0.50802491,23,Distance between two zipcodes in miles
12311,Distance To Work,60620,,9.88,0.499772163,25,Distance between two zipcodes in miles
60608,Distance To Work,60620,,7.662,0.612070275,22,Distance between two zipcodes in miles
60609,Distance To Work,60620,,4.831,0.75540479,11,Distance between two zipcodes in miles
60610,Distance To Work,60620,,11.091,0.438458812,30,Distance between two zipcodes in miles
60612,Distance To Work,60620,,9.786,0.504531416,24,Distance between two zipcodes in miles
60613,Distance To Work,60620,,14.503,0.265708065,37,Distance between two zipcodes in miles
60614,Distance To Work,60620,,12.434,0.370462255,33,Distance between two zipcodes in miles
60615,Distance To Work,60620,,5.74,0.709381803,15,Distance between two zipcodes in miles
60616,Distance To Work,60620,,7.204,0.635258974,20,Distance between two zipcodes in miles
60617,Distance To Work,60620,,5.728,0.709989368,13,Distance between two zipcodes in miles
60618,Distance To Work,60620,,14.64,0.258771708,39,Distance between two zipcodes in miles
60619,Distance To Work,60620,,2.585,0.869120551,2,Distance between two zipcodes in miles
60620,Distance To Work,60620,,0,1,1,Distance between two zipcodes in miles
60621,Distance To Work,60620,,2.948,0.850741735,6,Distance between two zipcodes in miles
60622,Distance To Work,60620,,11.151,0.435420991,31,Distance between two zipcodes in miles
60623,Distance To Work,60620,,7.565,0.616981419,21,Distance between two zipcodes in miles
60624,Distance To Work,60620,,10.147,0.486253861,26,Distance between two zipcodes in miles
60625,Distance To Work,60620,,16.007,0.189560022,42,Distance between two zipcodes in miles
60626,Distance To Work,60620,,18.642,0.056149056,48,Distance between two zipcodes in miles
60628,Distance To Work,60620,,4.023,0.796314111,9,Distance between two zipcodes in miles
60629,Distance To Work,60620,,3.449,0.82537593,7,Distance between two zipcodes in miles
60630,Distance To Work,60620,,16.691,0.154928864,45,Distance between two zipcodes in miles
60631,Distance To Work,60620,,19.751,0,51,Distance between two zipcodes in miles
60632,Distance To Work,60620,,5.735,0.709634955,14,Distance between two zipcodes in miles
60633,Distance To Work,60620,,7.077,0.641689028,19,Distance between two zipcodes in miles
60634,Distance To Work,60620,,16.431,0.168092755,43,Distance between two zipcodes in miles
60636,Distance To Work,60620,,2.809,0.857779353,5,Distance between two zipcodes in miles
60637,Distance To Work,60620,,4.151,0.789833426,10,Distance between two zipcodes in miles
60638,Distance To Work,60620,,6.319,0.680066832,17,Distance between two zipcodes in miles
60639,Distance To Work,60620,,13.453,0.318869931,35,Distance between two zipcodes in miles
60640,Distance To Work,60620,,15.874,0.196293859,41,Distance between two zipcodes in miles
60641,Distance To Work,60620,,15.219,0.229456736,40,Distance between two zipcodes in miles
60642,Distance To Work,60620,,11.042,0.440939699,29,Distance between two zipcodes in miles
60643,Distance To Work,60620,,2.761,0.86020961,4,Distance between two zipcodes in miles
60644,Distance To Work,60620,,10.955,0.44534454,28,Distance between two zipcodes in miles
60645,Distance To Work,60620,,18.699,0.053263126,50,Distance between two zipcodes in miles
60646,Distance To Work,60620,,18.671,0.054680776,49,Distance between two zipcodes in miles
60647,Distance To Work,60620,,12.593,0.36241203,34,Distance between two zipcodes in miles
60649,Distance To Work,60620,,5.567,0.718140854,12,Distance between two zipcodes in miles
60651,Distance To Work,60620,,11.79,0.403068199,32,Distance between two zipcodes in miles
60652,Distance To Work,60620,,2.675,0.86456382,3,Distance between two zipcodes in miles
60653,Distance To Work,60620,,6.095,0.69140803,16,Distance between two zipcodes in miles
60654,Distance To Work,60620,,10.404,0.473241861,27,Distance between two zipcodes in miles
60655,Distance To Work,60620,,3.782,0.808516025,8,Distance between two zipcodes in miles
60656,Distance To Work,60620,,17.892,0.094121817,47,Distance between two zipcodes in miles
60657,Distance To Work,60620,,13.803,0.301149309,36,Distance between two zipcodes in miles
60659,Distance To Work,60620,,17.377,0.120196446,46,Distance between two zipcodes in miles
60660,Distance To Work,60620,,16.564,0.161358919,44,Distance between two zipcodes in miles
60707,Distance To Work,60620,,14.638,0.258872968,38,Distance between two zipcodes in miles
60827,Distance To Work,60620,,6.402,0.675864513,18,Distance between two zipcodes in miles
6761,Distance To Work,60621,,6.902,0.612160036,21,Distance between two zipcodes in miles
12311,Distance To Work,60621,,6.978,0.607889413,22,Distance between two zipcodes in miles
60608,Distance To Work,60621,,5.254,0.704765116,14,Distance between two zipcodes in miles
60609,Distance To Work,60621,,2.314,0.86997078,4,Distance between two zipcodes in miles
60610,Distance To Work,60621,,8.282,0.53461452,26,Distance between two zipcodes in miles
60612,Distance To Work,60621,,7.368,0.585974376,23,Distance between two zipcodes in miles
60613,Distance To Work,60621,,11.744,0.340076422,37,Distance between two zipcodes in miles
60614,Distance To Work,60621,,9.676,0.456282311,32,Distance between two zipcodes in miles
60615,Distance To Work,60621,,2.925,0.835637222,5,Distance between two zipcodes in miles
60616,Distance To Work,60621,,4.268,0.760170825,13,Distance between two zipcodes in miles
60617,Distance To Work,60621,,5.791,0.674589795,16,Distance between two zipcodes in miles
60618,Distance To Work,60621,,12.134,0.318161385,38,Distance between two zipcodes in miles
60619,Distance To Work,60621,,3.166,0.822094853,8,Distance between two zipcodes in miles
60620,Distance To Work,60621,,2.948,0.834344797,6,Distance between two zipcodes in miles
60621,Distance To Work,60621,,0,1,1,Distance between two zipcodes in miles
60622,Distance To Work,60621,,8.675,0.512530906,29,Distance between two zipcodes in miles
60623,Distance To Work,60621,,5.849,0.671330636,17,Distance between two zipcodes in miles
60624,Distance To Work,60621,,8.043,0.548044504,25,Distance between two zipcodes in miles
60625,Distance To Work,60621,,13.473,0.242919757,42,Distance between two zipcodes in miles
60626,Distance To Work,60621,,15.949,0.103787368,47,Distance between two zipcodes in miles
60628,Distance To Work,60621,,6.297,0.64615644,18,Distance between two zipcodes in miles
60629,Distance To Work,60621,,3.099,0.825859744,7,Distance between two zipcodes in miles
60630,Distance To Work,60621,,14.501,0.185153967,44,Distance between two zipcodes in miles
60631,Distance To Work,60621,,17.796,0,51,Distance between two zipcodes in miles
60632,Distance To Work,60621,,3.78,0.787592717,10,Distance between two zipcodes in miles
60633,Distance To Work,60621,,8.645,0.514216678,28,Distance between two zipcodes in miles
60634,Distance To Work,60621,,14.648,0.176893684,45,Distance between two zipcodes in miles
60636,Distance To Work,60621,,1.55,0.912901776,2,Distance between two zipcodes in miles
60637,Distance To Work,60621,,2.066,0.883906496,3,Distance between two zipcodes in miles
60638,Distance To Work,60621,,6.716,0.622611823,20,Distance between two zipcodes in miles
60639,Distance To Work,60621,,11.476,0.355135986,36,Distance between two zipcodes in miles
60640,Distance To Work,60621,,13.154,0.260845134,41,Distance between two zipcodes in miles
60641,Distance To Work,60621,,13.033,0.267644414,39,Distance between two zipcodes in miles
60642,Distance To Work,60621,,8.346,0.531018206,27,Distance between two zipcodes in miles
60643,Distance To Work,60621,,5.617,0.684367274,15,Distance between two zipcodes in miles
60644,Distance To Work,60621,,9.274,0.478871657,31,Distance between two zipcodes in miles
60645,Distance To Work,60621,,16.082,0.096313778,49,Distance between two zipcodes in miles
60646,Distance To Work,60621,,16.396,0.078669364,50,Distance between two zipcodes in miles
60647,Distance To Work,60621,,10.146,0.429871881,34,Distance between two zipcodes in miles
60649,Distance To Work,60621,,4.19,0.764553832,12,Distance between two zipcodes in miles
60651,Distance To Work,60621,,9.758,0.451674534,33,Distance between two zipcodes in miles
60652,Distance To Work,60621,,4.168,0.765790065,11,Distance between two zipcodes in miles
60653,Distance To Work,60621,,3.166,0.822094853,8,Distance between two zipcodes in miles
60654,Distance To Work,60621,,7.592,0.573387278,24,Distance between two zipcodes in miles
60655,Distance To Work,60621,,6.601,0.629073949,19,Distance between two zipcodes in miles
60656,Distance To Work,60621,,16.067,0.097156664,48,Distance between two zipcodes in miles
60657,Distance To Work,60621,,11.091,0.376770061,35,Distance between two zipcodes in miles
60659,Distance To Work,60621,,14.82,0.167228591,46,Distance between two zipcodes in miles
60660,Distance To Work,60621,,13.842,0.222184761,43,Distance between two zipcodes in miles
60707,Distance To Work,60621,,13.05,0.266689144,40,Distance between two zipcodes in miles
60827,Distance To Work,60621,,8.987,0.494998876,30,Distance between two zipcodes in miles
6761,Distance To Work,60622,,2.925,0.833143183,10,Distance between two zipcodes in miles
12311,Distance To Work,60622,,3.865,0.779520821,15,Distance between two zipcodes in miles
60608,Distance To Work,60622,,3.489,0.800969766,12,Distance between two zipcodes in miles
60609,Distance To Work,60622,,6.401,0.634854535,28,Distance between two zipcodes in miles
60610,Distance To Work,60622,,2.578,0.852937821,7,Distance between two zipcodes in miles
60612,Distance To Work,60622,,1.38,0.921277809,2,Distance between two zipcodes in miles
60613,Distance To Work,60622,,4.02,0.770678836,17,Distance between two zipcodes in miles
60614,Distance To Work,60622,,2.481,0.858471192,6,Distance between two zipcodes in miles
60615,Distance To Work,60622,,7.755,0.557615516,33,Distance between two zipcodes in miles
60616,Distance To Work,60622,,5.494,0.68659441,22,Distance between two zipcodes in miles
60617,Distance To Work,60622,,13.78,0.213918996,46,Distance between two zipcodes in miles
60618,Distance To Work,60622,,3.489,0.800969766,12,Distance between two zipcodes in miles
60619,Distance To Work,60622,,11.79,0.327438677,45,Distance between two zipcodes in miles
60620,Distance To Work,60622,,11.151,0.363890473,43,Distance between two zipcodes in miles
60621,Distance To Work,60622,,8.675,0.505134056,38,Distance between two zipcodes in miles
60622,Distance To Work,60622,,0,1,1,Distance between two zipcodes in miles
60623,Distance To Work,60622,,4.421,0.747803765,18,Distance between two zipcodes in miles
60624,Distance To Work,60622,,2.073,0.881745579,5,Distance between two zipcodes in miles
60625,Distance To Work,60622,,4.859,0.722818026,20,Distance between two zipcodes in miles
60626,Distance To Work,60622,,7.661,0.562977752,32,Distance between two zipcodes in miles
60628,Distance To Work,60622,,14.937,0.147917855,49,Distance between two zipcodes in miles
60629,Distance To Work,60622,,8.298,0.526640046,36,Distance between two zipcodes in miles
60630,Distance To Work,60622,,6.029,0.656075299,25,Distance between two zipcodes in miles
60631,Distance To Work,60622,,9.617,0.451397604,41,Distance between two zipcodes in miles
60632,Distance To Work,60622,,5.521,0.685054193,23,Distance between two zipcodes in miles
60633,Distance To Work,60622,,17.235,0.016828294,50,Distance between two zipcodes in miles
60634,Distance To Work,60622,,7.083,0.5959498,30,Distance between two zipcodes in miles
60636,Distance To Work,60622,,8.346,0.523901882,37,Distance between two zipcodes in miles
60637,Distance To Work,60622,,9.496,0.458300057,40,Distance between two zipcodes in miles
60638,Distance To Work,60622,,9.254,0.472104963,39,Distance between two zipcodes in miles
60639,Distance To Work,60622,,3.864,0.779577867,14,Distance between two zipcodes in miles
60640,Distance To Work,60622,,5.073,0.710610382,21,Distance between two zipcodes in miles
60641,Distance To Work,60622,,4.634,0.735653166,19,Distance between two zipcodes in miles
60642,Distance To Work,60622,,1.547,0.911751284,4,Distance between two zipcodes in miles
60643,Distance To Work,60622,,13.89,0.207644039,48,Distance between two zipcodes in miles
60644,Distance To Work,60622,,3.865,0.779520821,15,Distance between two zipcodes in miles
60645,Distance To Work,60622,,7.592,0.566913862,31,Distance between two zipcodes in miles
60646,Distance To Work,60622,,7.787,0.555790074,34,Distance between two zipcodes in miles
60647,Distance To Work,60622,,1.473,0.915972618,3,Distance between two zipcodes in miles
60649,Distance To Work,60622,,11.204,0.360867085,44,Distance between two zipcodes in miles
60651,Distance To Work,60622,,2.578,0.852937821,7,Distance between two zipcodes in miles
60652,Distance To Work,60622,,10.404,0.406503137,42,Distance between two zipcodes in miles
60653,Distance To Work,60622,,6.894,0.606731318,29,Distance between two zipcodes in miles
60654,Distance To Work,60622,,2.669,0.84774672,9,Distance between two zipcodes in miles
60655,Distance To Work,60622,,13.842,0.210382202,47,Distance between two zipcodes in miles
60656,Distance To Work,60622,,8.26,0.528807758,35,Distance between two zipcodes in miles
60657,Distance To Work,60622,,3.164,0.819509412,11,Distance between two zipcodes in miles
60659,Distance To Work,60622,,6.233,0.644438106,26,Distance between two zipcodes in miles
60660,Distance To Work,60622,,5.734,0.672903594,24,Distance between two zipcodes in miles
60707,Distance To Work,60622,,6.339,0.638391329,27,Distance between two zipcodes in miles
60827,Distance To Work,60622,,17.53,0,51,Distance between two zipcodes in miles
6761,Distance To Work,60623,,4.966,0.654009615,13,Distance between two zipcodes in miles
12311,Distance To Work,60623,,5.852,0.59228036,21,Distance between two zipcodes in miles
60608,Distance To Work,60623,,2.177,0.848324392,3,Distance between two zipcodes in miles
60609,Distance To Work,60623,,3.726,0.740402703,7,Distance between two zipcodes in miles
60610,Distance To Work,60623,,5.846,0.592698391,19,Distance between two zipcodes in miles
60612,Distance To Work,60623,,3.165,0.779488609,5,Distance between two zipcodes in miles
60613,Distance To Work,60623,,8.406,0.414338466,32,Distance between two zipcodes in miles
60614,Distance To Work,60623,,6.597,0.540374835,25,Distance between two zipcodes in miles
60615,Distance To Work,60623,,6.531,0.544973176,24,Distance between two zipcodes in miles
60616,Distance To Work,60623,,5.161,0.640423605,14,Distance between two zipcodes in miles
60617,Distance To Work,60623,,11.608,0.191249216,46,Distance between two zipcodes in miles
60618,Distance To Work,60623,,7.662,0.466174319,30,Distance between two zipcodes in miles
60619,Distance To Work,60623,,8.939,0.377203372,34,Distance between two zipcodes in miles
60620,Distance To Work,60623,,7.565,0.472932488,29,Distance between two zipcodes in miles
60621,Distance To Work,60623,,5.849,0.592489375,20,Distance between two zipcodes in miles
60622,Distance To Work,60623,,4.421,0.691980771,10,Distance between two zipcodes in miles
60623,Distance To Work,60623,,0,1,1,Distance between two zipcodes in miles
60624,Distance To Work,60623,,2.761,0.807636034,4,Distance between two zipcodes in miles
60625,Distance To Work,60623,,9.031,0.370793562,35,Distance between two zipcodes in miles
60626,Distance To Work,60623,,12.013,0.163032119,48,Distance between two zipcodes in miles
60628,Distance To Work,60623,,11.57,0.193896746,45,Distance between two zipcodes in miles
60629,Distance To Work,60623,,4.268,0.702640563,8,Distance between two zipcodes in miles
60630,Distance To Work,60623,,9.206,0.358600989,36,Distance between two zipcodes in miles
60631,Distance To Work,60623,,12.186,0.150978889,49,Distance between two zipcodes in miles
60632,Distance To Work,60623,,2.074,0.855500592,2,Distance between two zipcodes in miles
60633,Distance To Work,60623,,14.353,0,51,Distance between two zipcodes in miles
60634,Distance To Work,60623,,8.898,0.380059918,33,Distance between two zipcodes in miles
60636,Distance To Work,60623,,4.88,0.660001393,11,Distance between two zipcodes in miles
60637,Distance To Work,60623,,7.452,0.480805407,27,Distance between two zipcodes in miles
60638,Distance To Work,60623,,4.88,0.660001393,11,Distance between two zipcodes in miles
60639,Distance To Work,60623,,5.894,0.589354142,22,Distance between two zipcodes in miles
60640,Distance To Work,60623,,9.49,0.338814185,37,Distance between two zipcodes in miles
60641,Distance To Work,60623,,7.748,0.46018254,31,Distance between two zipcodes in miles
60642,Distance To Work,60623,,5.17,0.639796558,15,Distance between two zipcodes in miles
60643,Distance To Work,60623,,10.147,0.293039783,41,Distance between two zipcodes in miles
60644,Distance To Work,60623,,3.447,0.759841148,6,Distance between two zipcodes in miles
60645,Distance To Work,60623,,11.834,0.175503379,47,Distance between two zipcodes in miles
60646,Distance To Work,60623,,11.234,0.217306486,44,Distance between two zipcodes in miles
60647,Distance To Work,60623,,5.617,0.608653243,17,Distance between two zipcodes in miles
60649,Distance To Work,60623,,9.571,0.333170766,38,Distance between two zipcodes in miles
60651,Distance To Work,60623,,4.268,0.702640563,8,Distance between two zipcodes in miles
60652,Distance To Work,60623,,6.233,0.565735386,23,Distance between two zipcodes in miles
60653,Distance To Work,60623,,5.843,0.592907406,18,Distance between two zipcodes in miles
60654,Distance To Work,60623,,5.38,0.625165471,16,Distance between two zipcodes in miles
60655,Distance To Work,60623,,9.676,0.325855222,39,Distance between two zipcodes in miles
