ZipCode,Category,Destination,YearsAhead,AbsoluteValue,NormalizedValue,Rank,Metric
60619,Distance To Work,60636,,4.151,0.756411009,10,Distance between two zipcodes in miles
60620,Distance To Work,60636,,2.809,0.835162256,5,Distance between two zipcodes in miles
60621,Distance To Work,60636,,1.55,0.909042897,2,Distance between two zipcodes in miles
60622,Distance To Work,60636,,8.346,0.510240009,28,Distance between two zipcodes in miles
60623,Distance To Work,60636,,4.88,0.713631829,13,Distance between two zipcodes in miles
60624,Distance To Work,60636,,7.368,0.567631008,23,Distance between two zipcodes in miles
60625,Distance To Work,60636,,13.204,0.225162843,42,Distance between two zipcodes in miles
60626,Distance To Work,60636,,15.874,0.068481897,48,Distance between two zipcodes in miles
60628,Distance To Work,60636,,6.728,0.605187489,19,Distance between two zipcodes in miles
60629,Distance To Work,60636,,1.55,0.909042897,2,Distance between two zipcodes in miles
60630,Distance To Work,60636,,13.911,0.183674667,45,Distance between two zipcodes in miles
60631,Distance To Work,60636,,17.041,0,51,Distance between two zipcodes in miles
60632,Distance To Work,60636,,2.947,0.827064139,7,Distance between two zipcodes in miles
60633,Distance To Work,60636,,9.486,0.443342527,32,Distance between two zipcodes in miles
60634,Distance To Work,60636,,13.778,0.191479373,43,Distance between two zipcodes in miles
60636,Distance To Work,60636,,0,1,1,Distance between two zipcodes in miles
60637,Distance To Work,60636,,3.616,0.78780588,8,Distance between two zipcodes in miles
60638,Distance To Work,60636,,5.166,0.696848776,15,Distance between two zipcodes in miles
60639,Distance To Work,60636,,10.72,0.370928936,35,Distance between two zipcodes in miles
60640,Distance To Work,60636,,13.123,0.229916085,41,Distance between two zipcodes in miles
60641,Distance To Work,60636,,12.437,0.270171938,40,Distance between two zipcodes in miles
60642,Distance To Work,60636,,8.298,0.513056745,26,Distance between two zipcodes in miles
60643,Distance To Work,60636,,5.545,0.674608298,16,Distance between two zipcodes in miles
60644,Distance To Work,60636,,8.319,0.511824423,27,Distance between two zipcodes in miles
60645,Distance To Work,60636,,15.907,0.066545391,50,Distance between two zipcodes in miles
60646,Distance To Work,60636,,15.877,0.068305851,49,Distance between two zipcodes in miles
60647,Distance To Work,60636,,9.785,0.425796608,34,Distance between two zipcodes in miles
60649,Distance To Work,60636,,5.725,0.664045537,17,Distance between two zipcodes in miles
60651,Distance To Work,60636,,9.036,0.469749428,30,Distance between two zipcodes in miles
60652,Distance To Work,60636,,2.925,0.828355143,6,Distance between two zipcodes in miles
60653,Distance To Work,60636,,4.15,0.756469691,9,Distance between two zipcodes in miles
60654,Distance To Work,60636,,7.748,0.545331847,25,Distance between two zipcodes in miles
60655,Distance To Work,60636,,5.896,0.654010915,18,Distance between two zipcodes in miles
60656,Distance To Work,60636,,15.226,0.106507834,47,Distance between two zipcodes in miles
60657,Distance To Work,60636,,11.055,0.351270465,36,Distance between two zipcodes in miles
60659,Distance To Work,60636,,14.576,0.144651135,46,Distance between two zipcodes in miles
60660,Distance To Work,60636,,13.813,0.189425503,44,Distance between two zipcodes in miles
60707,Distance To Work,60636,,12.064,0.292060325,39,Distance between two zipcodes in miles
60827,Distance To Work,60636,,9.207,0.459714805,31,Distance between two zipcodes in miles
6761,Distance To Work,60637,,7.204,0.619921916,19,Distance between two zipcodes in miles
12311,Distance To Work,60637,,6.978,0.631845521,18,Distance between two zipcodes in miles
60608,Distance To Work,60637,,6.356,0.664661813,17,Distance between two zipcodes in miles
60609,Distance To Work,60637,,3.727,0.803366044,8,Distance between two zipcodes in miles
60610,Distance To Work,60637,,8.535,0.549699272,25,Distance between two zipcodes in miles
60612,Distance To Work,60637,,8.319,0.561095283,24,Distance between two zipcodes in miles
60613,Distance To Work,60637,,12.013,0.366202385,36,Distance between two zipcodes in miles
60614,Distance To Work,60637,,10.001,0.472354121,31,Distance between two zipcodes in miles
60615,Distance To Work,60637,,2.07,0.890788224,3,Distance between two zipcodes in miles
60616,Distance To Work,60637,,4.268,0.774823256,10,Distance between two zipcodes in miles
60617,Distance To Work,60637,,4.311,0.772554606,11,Distance between two zipcodes in miles
60618,Distance To Work,60637,,12.817,0.323783898,38,Distance between two zipcodes in miles
60619,Distance To Work,60637,,2.809,0.851799093,5,Distance between two zipcodes in miles
60620,Distance To Work,60637,,4.151,0.780996096,9,Distance between two zipcodes in miles
60621,Distance To Work,60637,,2.066,0.890999261,2,Distance between two zipcodes in miles
60622,Distance To Work,60637,,9.496,0.498997573,30,Distance between two zipcodes in miles
60623,Distance To Work,60637,,7.452,0.606837607,20,Distance between two zipcodes in miles
60624,Distance To Work,60637,,9.274,0.51071014,29,Distance between two zipcodes in miles
60625,Distance To Work,60637,,14.091,0.256568534,41,Distance between two zipcodes in miles
60626,Distance To Work,60637,,16.279,0.14113116,47,Distance between two zipcodes in miles
60628,Distance To Work,60637,,6.297,0.667774612,15,Distance between two zipcodes in miles
60629,Distance To Work,60637,,5.166,0.727445394,12,Distance between two zipcodes in miles
60630,Distance To Work,60637,,15.494,0.18254722,45,Distance between two zipcodes in miles
60631,Distance To Work,60637,,18.954,0,51,Distance between two zipcodes in miles
60632,Distance To Work,60637,,5.406,0.714783159,13,Distance between two zipcodes in miles
60633,Distance To Work,60637,,7.868,0.584889733,22,Distance between two zipcodes in miles
60634,Distance To Work,60637,,15.97,0.157433787,46,Distance between two zipcodes in miles
60636,Distance To Work,60637,,3.616,0.809222328,7,Distance between two zipcodes in miles
60637,Distance To Work,60637,,0,1,1,Distance between two zipcodes in miles
60638,Distance To Work,60637,,8.782,0.536667722,26,Distance between two zipcodes in miles
60639,Distance To Work,60637,,12.709,0.329481904,37,Distance between two zipcodes in miles
60640,Distance To Work,60637,,13.473,0.289173789,39,Distance between two zipcodes in miles
60641,Distance To Work,60637,,14.055,0.25846787,40,Distance between two zipcodes in miles
60642,Distance To Work,60637,,8.842,0.533502163,27,Distance between two zipcodes in miles
60643,Distance To Work,60637,,6.333,0.665875277,16,Distance between two zipcodes in miles
60644,Distance To Work,60637,,10.763,0.432151525,32,Distance between two zipcodes in miles
60645,Distance To Work,60637,,16.538,0.127466498,48,Distance between two zipcodes in miles
60646,Distance To Work,60637,,17.281,0.088266329,49,Distance between two zipcodes in miles
60647,Distance To Work,60637,,10.954,0.422074496,33,Distance between two zipcodes in miles
60649,Distance To Work,60637,,2.179,0.885037459,4,Distance between two zipcodes in miles
60651,Distance To Work,60637,,10.991,0.420122402,34,Distance between two zipcodes in miles
60652,Distance To Work,60637,,6.049,0.680858922,14,Distance between two zipcodes in miles
60653,Distance To Work,60637,,2.809,0.851799093,5,Distance between two zipcodes in miles
60654,Distance To Work,60637,,7.867,0.584942492,21,Distance between two zipcodes in miles
60655,Distance To Work,60637,,7.925,0.581882452,23,Distance between two zipcodes in miles
60656,Distance To Work,60637,,17.342,0.085048011,50,Distance between two zipcodes in miles
60657,Distance To Work,60637,,11.468,0.39495621,35,Distance between two zipcodes in miles
60659,Distance To Work,60637,,15.384,0.188350744,44,Distance between two zipcodes in miles
60660,Distance To Work,60637,,14.146,0.253666772,42,Distance between two zipcodes in miles
60707,Distance To Work,60637,,14.518,0.234040308,43,Distance between two zipcodes in miles
60827,Distance To Work,60637,,9.105,0.519626464,28,Distance between two zipcodes in miles
6761,Distance To Work,60638,,9.626,0.423247454,23,Distance between two zipcodes in miles
12311,Distance To Work,60638,,10.372,0.37855003,30,Distance between two zipcodes in miles
60608,Distance To Work,60638,,6.703,0.598382265,10,Distance between two zipcodes in miles
60609,Distance To Work,60638,,6.047,0.637687238,7,Distance between two zipcodes in miles
60610,Distance To Work,60638,,10.659,0.361354104,31,Distance between two zipcodes in miles
60612,Distance To Work,60638,,8.043,0.518094667,15,Distance between two zipcodes in miles
60613,Distance To Work,60638,,13.266,0.205152786,42,Distance between two zipcodes in miles
60614,Distance To Work,60638,,11.476,0.312402636,33,Distance between two zipcodes in miles
60615,Distance To Work,60638,,9.021,0.459496705,21,Distance between two zipcodes in miles
60616,Distance To Work,60638,,8.783,0.473756741,20,Distance between two zipcodes in miles
60617,Distance To Work,60638,,11.881,0.288136609,36,Distance between two zipcodes in miles
60618,Distance To Work,60638,,12.276,0.264469742,38,Distance between two zipcodes in miles
60619,Distance To Work,60638,,8.717,0.477711204,18,Distance between two zipcodes in miles
60620,Distance To Work,60638,,6.319,0.621390054,8,Distance between two zipcodes in miles
60621,Distance To Work,60638,,6.716,0.597603355,11,Distance between two zipcodes in miles
60622,Distance To Work,60638,,9.254,0.445536249,22,Distance between two zipcodes in miles
60623,Distance To Work,60638,,4.88,0.707609347,4,Distance between two zipcodes in miles
60624,Distance To Work,60638,,7.368,0.558538047,13,Distance between two zipcodes in miles
60625,Distance To Work,60638,,13.601,0.185080887,44,Distance between two zipcodes in miles
60626,Distance To Work,60638,,16.69,0,51,Distance between two zipcodes in miles
60628,Distance To Work,60638,,9.935,0.404733373,26,Distance between two zipcodes in miles
60629,Distance To Work,60638,,3.616,0.783343319,2,Distance between two zipcodes in miles
60630,Distance To Work,60638,,13.123,0.213720791,40,Distance between two zipcodes in miles
60631,Distance To Work,60638,,15.401,0.077231875,49,Distance between two zipcodes in miles
60632,Distance To Work,60638,,4.969,0.702276812,5,Distance between two zipcodes in miles
60633,Distance To Work,60638,,13.248,0.206231276,41,Distance between two zipcodes in miles
60634,Distance To Work,60638,,11.913,0.286219293,37,Distance between two zipcodes in miles
60636,Distance To Work,60638,,5.166,0.690473337,6,Distance between two zipcodes in miles
60637,Distance To Work,60638,,8.782,0.473816657,19,Distance between two zipcodes in miles
60638,Distance To Work,60638,,0,1,1,Distance between two zipcodes in miles
60639,Distance To Work,60638,,9.676,0.420251648,24,Distance between two zipcodes in miles
60640,Distance To Work,60638,,14.288,0.143918514,45,Distance between two zipcodes in miles
60641,Distance To Work,60638,,11.778,0.294307969,35,Distance between two zipcodes in miles
60642,Distance To Work,60638,,10.041,0.398382265,27,Distance between two zipcodes in miles
60643,Distance To Work,60638,,7.925,0.525164769,14,Distance between two zipcodes in miles
60644,Distance To Work,60638,,6.921,0.585320551,12,Distance between two zipcodes in miles
60645,Distance To Work,60638,,16.401,0.017315758,50,Distance between two zipcodes in miles
60646,Distance To Work,60638,,15.192,0.089754344,48,Distance between two zipcodes in miles
60647,Distance To Work,60638,,10.315,0.381965249,29,Distance between two zipcodes in miles
60649,Distance To Work,60638,,10.871,0.348651887,32,Distance between two zipcodes in miles
60651,Distance To Work,60638,,8.425,0.495206711,16,Distance between two zipcodes in miles
60652,Distance To Work,60638,,3.728,0.776632714,3,Distance between two zipcodes in miles
60653,Distance To Work,60638,,8.712,0.478010785,17,Distance between two zipcodes in miles
60654,Distance To Work,60638,,10.132,0.392929898,28,Distance between two zipcodes in miles
60655,Distance To Work,60638,,6.333,0.620551228,9,Distance between two zipcodes in miles
60656,Distance To Work,60638,,13.364,0.199281007,43,Distance between two zipcodes in miles
60657,Distance To Work,60638,,12.416,0.256081486,39,Distance between two zipcodes in miles
60659,Distance To Work,60638,,14.936,0.10509287,47,Distance between two zipcodes in miles
60660,Distance To Work,60638,,14.924,0.105811863,46,Distance between two zipcodes in miles
60707,Distance To Work,60638,,9.88,0.40802876,25,Distance between two zipcodes in miles
60827,Distance To Work,60638,,11.528,0.309286998,34,Distance between two zipcodes in miles
6761,Distance To Work,60639,,6.775,0.66308618,28,Distance between two zipcodes in miles
12311,Distance To Work,60639,,7.729,0.615644736,30,Distance between two zipcodes in miles
60608,Distance To Work,60639,,6.353,0.684071809,25,Distance between two zipcodes in miles
60609,Distance To Work,60639,,9.179,0.543537719,34,Distance between two zipcodes in miles
60610,Distance To Work,60639,,6.339,0.684768014,24,Distance between two zipcodes in miles
60612,Distance To Work,60639,,4.544,0.774031528,12,Distance between two zipcodes in miles
60613,Distance To Work,60639,,6.035,0.699885623,21,Distance between two zipcodes in miles
60614,Distance To Work,60639,,5.67,0.7180367,18,Distance between two zipcodes in miles
60615,Distance To Work,60639,,11.215,0.442289522,39,Distance between two zipcodes in miles
60616,Distance To Work,60639,,9.09,0.547963598,33,Distance between two zipcodes in miles
60617,Distance To Work,60639,,17.014,0.153911184,48,Distance between two zipcodes in miles
60618,Distance To Work,60639,,3.721,0.814958476,10,Distance between two zipcodes in miles
60619,Distance To Work,60639,,14.638,0.272067234,45,Distance between two zipcodes in miles
60620,Distance To Work,60639,,13.453,0.330996071,43,Distance between two zipcodes in miles
60621,Distance To Work,60639,,11.476,0.429310259,40,Distance between two zipcodes in miles
60622,Distance To Work,60639,,3.864,0.807847233,11,Distance between two zipcodes in miles
60623,Distance To Work,60639,,5.894,0.706897409,20,Distance between two zipcodes in miles
60624,Distance To Work,60639,,3.446,0.828633945,8,Distance between two zipcodes in miles
60625,Distance To Work,60639,,4.633,0.769605649,13,Distance between two zipcodes in miles
60626,Distance To Work,60639,,7.751,0.614550699,31,Distance between two zipcodes in miles
60628,Distance To Work,60639,,17.442,0.132627182,49,Distance between two zipcodes in miles
60629,Distance To Work,60639,,10.146,0.495449799,36,Distance between two zipcodes in miles
60630,Distance To Work,60639,,3.451,0.8283853,9,Distance between two zipcodes in miles
60631,Distance To Work,60639,,6.328,0.685315033,23,Distance between two zipcodes in miles
60632,Distance To Work,60639,,7.789,0.612660998,32,Distance between two zipcodes in miles
60633,Distance To Work,60639,,20.109,0,51,Distance between two zipcodes in miles
60634,Distance To Work,60639,,3.305,0.835645731,7,Distance between two zipcodes in miles
60636,Distance To Work,60639,,10.72,0.466905366,38,Distance between two zipcodes in miles
60637,Distance To Work,60639,,12.709,0.36799443,42,Distance between two zipcodes in miles
60638,Distance To Work,60639,,9.676,0.518822418,35,Distance between two zipcodes in miles
60639,Distance To Work,60639,,0,1,1,Distance between two zipcodes in miles
60640,Distance To Work,60639,,6.201,0.691630613,22,Distance between two zipcodes in miles
60641,Distance To Work,60639,,2.134,0.893878363,3,Distance between two zipcodes in miles
60642,Distance To Work,60639,,5.337,0.734596449,16,Distance between two zipcodes in miles
60643,Distance To Work,60639,,16.037,0.202496395,47,Distance between two zipcodes in miles
60644,Distance To Work,60639,,2.761,0.862698294,5,Distance between two zipcodes in miles
60645,Distance To Work,60639,,7.182,0.642846487,29,Distance between two zipcodes in miles
60646,Distance To Work,60639,,5.521,0.725446318,17,Distance between two zipcodes in miles
60647,Distance To Work,60639,,3.093,0.846188274,6,Distance between two zipcodes in miles
60649,Distance To Work,60639,,14.618,0.273061813,44,Distance between two zipcodes in miles
60651,Distance To Work,60639,,1.723,0.914316972,2,Distance between two zipcodes in miles
60652,Distance To Work,60639,,12.013,0.402605798,41,Distance between two zipcodes in miles
60653,Distance To Work,60639,,10.369,0.484360237,37,Distance between two zipcodes in miles
60654,Distance To Work,60639,,6.524,0.675568154,26,Distance between two zipcodes in miles
60655,Distance To Work,60639,,15.401,0.234124024,46,Distance between two zipcodes in miles
60656,Distance To Work,60639,,4.633,0.769605649,13,Distance between two zipcodes in miles
60657,Distance To Work,60639,,5.335,0.734695907,15,Distance between two zipcodes in miles
60659,Distance To Work,60639,,5.735,0.714804316,19,Distance between two zipcodes in miles
60660,Distance To Work,60639,,6.61,0.671291462,27,Distance between two zipcodes in miles
60707,Distance To Work,60639,,2.577,0.871848426,4,Distance between two zipcodes in miles
60827,Distance To Work,60639,,19.807,0.015018151,50,Distance between two zipcodes in miles
6761,Distance To Work,60640,,6.296,0.715614978,20,Distance between two zipcodes in miles
12311,Distance To Work,60640,,6.545,0.704367858,23,Distance between two zipcodes in miles
60608,Distance To Work,60640,,8.346,0.623018203,28,Distance between two zipcodes in miles
60609,Distance To Work,60640,,11.043,0.501196983,35,Distance between two zipcodes in miles
60610,Distance To Work,60640,,4.94,0.776864357,14,Distance between two zipcodes in miles
60612,Distance To Work,60640,,6.401,0.710872216,22,Distance between two zipcodes in miles
60613,Distance To Work,60640,,1.473,0.93346583,3,Distance between two zipcodes in miles
60614,Distance To Work,60640,,3.489,0.842404806,10,Distance between two zipcodes in miles
60615,Distance To Work,60640,,11.468,0.48200009,36,Distance between two zipcodes in miles
60616,Distance To Work,60640,,9.206,0.584172727,31,Distance between two zipcodes in miles
60617,Distance To Work,60640,,17.509,0.209133204,46,Distance between two zipcodes in miles
60618,Distance To Work,60640,,2.48,0.887980487,6,Distance between two zipcodes in miles
60619,Distance To Work,60640,,16.082,0.273589593,45,Distance between two zipcodes in miles
60620,Distance To Work,60640,,15.874,0.282984778,44,Distance between two zipcodes in miles
60621,Distance To Work,60640,,13.154,0.405844889,38,Distance between two zipcodes in miles
60622,Distance To Work,60640,,5.073,0.770856859,15,Distance between two zipcodes in miles
60623,Distance To Work,60640,,9.49,0.571344686,32,Distance between two zipcodes in miles
60624,Distance To Work,60640,,6.939,0.686571209,24,Distance between two zipcodes in miles
60625,Distance To Work,60640,,2.06,0.906951533,4,Distance between two zipcodes in miles
60626,Distance To Work,60640,,2.808,0.873165003,8,Distance between two zipcodes in miles
60628,Distance To Work,60640,,19.434,0.122182574,49,Distance between two zipcodes in miles
60629,Distance To Work,60640,,13.274,0.40042459,39,Distance between two zipcodes in miles
60630,Distance To Work,60640,,5.151,0.767333665,16,Distance between two zipcodes in miles
60631,Distance To Work,60640,,8.495,0.616287999,30,Distance between two zipcodes in miles
60632,Distance To Work,60640,,10.467,0.527214418,33,Distance between two zipcodes in miles
60633,Distance To Work,60640,,21.339,0.036135327,50,Distance between two zipcodes in miles
60634,Distance To Work,60640,,7.849,0.645467275,25,Distance between two zipcodes in miles
60636,Distance To Work,60640,,13.123,0.407245133,37,Distance between two zipcodes in miles
60637,Distance To Work,60640,,13.473,0.391435928,40,Distance between two zipcodes in miles
60638,Distance To Work,60640,,14.288,0.354623063,41,Distance between two zipcodes in miles
60639,Distance To Work,60640,,6.201,0.719906048,19,Distance between two zipcodes in miles
60640,Distance To Work,60640,,0,1,1,Distance between two zipcodes in miles
60641,Distance To Work,60640,,4.837,0.78151678,13,Distance between two zipcodes in miles
60642,Distance To Work,60640,,4.831,0.781787795,12,Distance between two zipcodes in miles
60643,Distance To Work,60640,,18.634,0.158317901,47,Distance between two zipcodes in miles
60644,Distance To Work,60640,,8.071,0.635439722,26,Distance between two zipcodes in miles
60645,Distance To Work,60640,,3.163,0.857129952,9,Distance between two zipcodes in miles
60646,Distance To Work,60640,,5.55,0.74931117,17,Distance between two zipcodes in miles
60647,Distance To Work,60640,,4.019,0.818465152,11,Distance between two zipcodes in miles
60649,Distance To Work,60640,,14.736,0.33438728,42,Distance between two zipcodes in miles
60651,Distance To Work,60640,,6.351,0.713130674,21,Distance between two zipcodes in miles
60652,Distance To Work,60640,,15.401,0.30434979,43,Distance between two zipcodes in miles
60653,Distance To Work,60640,,10.669,0.518090248,34,Distance between two zipcodes in miles
60654,Distance To Work,60640,,5.617,0.746284837,18,Distance between two zipcodes in miles
60655,Distance To Work,60640,,18.812,0.15027779,48,Distance between two zipcodes in miles
60656,Distance To Work,60640,,8.241,0.627760965,27,Distance between two zipcodes in miles
60657,Distance To Work,60640,,2.071,0.906454673,5,Distance between two zipcodes in miles
60659,Distance To Work,60640,,2.48,0.887980487,6,Distance between two zipcodes in miles
60660,Distance To Work,60640,,0.69,0.968833281,2,Distance between two zipcodes in miles
60707,Distance To Work,60640,,8.464,0.617688242,29,Distance between two zipcodes in miles
60827,Distance To Work,60640,,22.139,0,51,Distance between two zipcodes in miles
6761,Distance To Work,60641,,7.449,0.656284607,28,Distance between two zipcodes in miles
12311,Distance To Work,60641,,8.261,0.618816907,31,Distance between two zipcodes in miles
60608,Distance To Work,60641,,7.788,0.640642303,30,Distance between two zipcodes in miles
60609,Distance To Work,60641,,10.72,0.505352529,34,Distance between two zipcodes in miles
60610,Distance To Work,60641,,6.637,0.693752307,26,Distance between two zipcodes in miles
60612,Distance To Work,60641,,5.736,0.735326689,23,Distance between two zipcodes in miles
60613,Distance To Work,60641,,5.152,0.762273902,20,Distance between two zipcodes in miles
60614,Distance To Work,60641,,5.554,0.743724622,22,Distance between two zipcodes in miles
60615,Distance To Work,60641,,12.378,0.428848283,38,Distance between two zipcodes in miles
60616,Distance To Work,60641,,10.128,0.532668882,33,Distance between two zipcodes in miles
60617,Distance To Work,60641,,18.36,0.15282392,48,Distance between two zipcodes in miles
60618,Distance To Work,60641,,2.576,0.881136951,4,Distance between two zipcodes in miles
60619,Distance To Work,60641,,16.194,0.252768549,45,Distance between two zipcodes in miles
60620,Distance To Work,60641,,15.219,0.297757475,43,Distance between two zipcodes in miles
60621,Distance To Work,60641,,13.033,0.398624954,40,Distance between two zipcodes in miles
60622,Distance To Work,60641,,4.634,0.786175711,13,Distance between two zipcodes in miles
60623,Distance To Work,60641,,7.748,0.642488003,29,Distance between two zipcodes in miles
60624,Distance To Work,60641,,5.073,0.765919158,18,Distance between two zipcodes in miles
60625,Distance To Work,60641,,2.922,0.86517165,5,Distance between two zipcodes in miles
60626,Distance To Work,60641,,5.841,0.730481728,25,Distance between two zipcodes in miles
60628,Distance To Work,60641,,19.158,0.116002215,49,Distance between two zipcodes in miles
60629,Distance To Work,60641,,12.013,0.445690292,37,Distance between two zipcodes in miles
60630,Distance To Work,60641,,1.473,0.932032115,2,Distance between two zipcodes in miles
60631,Distance To Work,60641,,4.991,0.769702842,17,Distance between two zipcodes in miles
60632,Distance To Work,60641,,9.491,0.562061646,32,Distance between two zipcodes in miles
60633,Distance To Work,60641,,21.672,0,51,Distance between two zipcodes in miles
60634,Distance To Work,60641,,3.091,0.85737357,6,Distance between two zipcodes in miles
60636,Distance To Work,60641,,12.437,0.426125877,39,Distance between two zipcodes in miles
60637,Distance To Work,60641,,14.055,0.351467331,42,Distance between two zipcodes in miles
60638,Distance To Work,60641,,11.778,0.456533776,36,Distance between two zipcodes in miles
60639,Distance To Work,60641,,2.134,0.901531931,3,Distance between two zipcodes in miles
60640,Distance To Work,60641,,4.837,0.776808786,15,Distance between two zipcodes in miles
60641,Distance To Work,60641,,0,1,1,Distance between two zipcodes in miles
60642,Distance To Work,60641,,5.782,0.733204134,24,Distance between two zipcodes in miles
60643,Distance To Work,60641,,17.868,0.175526024,47,Distance between two zipcodes in miles
60644,Distance To Work,60641,,4.859,0.775793651,16,Distance between two zipcodes in miles
60645,Distance To Work,60641,,5.167,0.761581764,21,Distance between two zipcodes in miles
60646,Distance To Work,60641,,3.489,0.839008859,8,Distance between two zipcodes in miles
60647,Distance To Work,60641,,3.305,0.847499077,7,Distance between two zipcodes in miles
60649,Distance To Work,60641,,15.825,0.269795127,44,Distance between two zipcodes in miles
60651,Distance To Work,60641,,3.489,0.839008859,8,Distance between two zipcodes in miles
60652,Distance To Work,60641,,13.957,0.355989295,41,Distance between two zipcodes in miles
60653,Distance To Work,60641,,11.517,0.468576966,35,Distance between two zipcodes in miles
60654,Distance To Work,60641,,7.021,0.676033592,27,Distance between two zipcodes in miles
60655,Distance To Work,60641,,17.377,0.198181986,46,Distance between two zipcodes in miles
60656,Distance To Work,60641,,3.861,0.821843854,12,Distance between two zipcodes in miles
60657,Distance To Work,60641,,4.688,0.783684016,14,Distance between two zipcodes in miles
60659,Distance To Work,60641,,3.775,0.825812108,11,Distance between two zipcodes in miles
60660,Distance To Work,60641,,5.077,0.765734588,19,Distance between two zipcodes in miles
60707,Distance To Work,60641,,3.721,0.828303802,10,Distance between two zipcodes in miles
60827,Distance To Work,60641,,21.612,0.002768549,50,Distance between two zipcodes in miles
6761,Distance To Work,60642,,1.723,0.900536859,6,Distance between two zipcodes in miles
12311,Distance To Work,60642,,2.482,0.856722277,9,Distance between two zipcodes in miles
60608,Distance To Work,60642,,3.602,0.792068348,13,Distance between two zipcodes in miles
60609,Distance To Work,60642,,6.211,0.641459332,26,Distance between two zipcodes in miles
60610,Distance To Work,60642,,1.031,0.94048375,2,Distance between two zipcodes in miles
60612,Distance To Work,60642,,2.073,0.880332506,7,Distance between two zipcodes in miles
60613,Distance To Work,60642,,3.489,0.798591468,12,Distance between two zipcodes in miles
60614,Distance To Work,60642,,1.473,0.914968539,4,Distance between two zipcodes in miles
60615,Distance To Work,60642,,6.94,0.599376551,28,Distance between two zipcodes in miles
60616,Distance To Work,60642,,4.627,0.732898459,16,Distance between two zipcodes in miles
60617,Distance To Work,60642,,13.035,0.247532183,46,Distance between two zipcodes in miles
60618,Distance To Work,60642,,4.02,0.767938579,14,Distance between two zipcodes in miles
60619,Distance To Work,60642,,11.34,0.345378976,45,Distance between two zipcodes in miles
60620,Distance To Work,60642,,11.042,0.362581539,44,Distance between two zipcodes in miles
60621,Distance To Work,60642,,8.346,0.518212781,34,Distance between two zipcodes in miles
60622,Distance To Work,60642,,1.547,0.910696762,5,Distance between two zipcodes in miles
60623,Distance To Work,60642,,5.17,0.701552849,18,Distance between two zipcodes in miles
60624,Distance To Work,60642,,3.388,0.804421867,11,Distance between two zipcodes in miles
60625,Distance To Work,60642,,5.253,0.696761531,19,Distance between two zipcodes in miles
60626,Distance To Work,60642,,7.609,0.560757375,30,Distance between two zipcodes in miles
60628,Distance To Work,60642,,14.64,0.154880794,49,Distance between two zipcodes in miles
60629,Distance To Work,60642,,8.535,0.50730243,36,Distance between two zipcodes in miles
60630,Distance To Work,60642,,7.064,0.592218438,29,Distance between two zipcodes in miles
60631,Distance To Work,60642,,10.751,0.379380015,43,Distance between two zipcodes in miles
60632,Distance To Work,60642,,5.734,0.668994978,23,Distance between two zipcodes in miles
60633,Distance To Work,60642,,16.693,0.036367835,50,Distance between two zipcodes in miles
60634,Distance To Work,60642,,8.466,0.511285574,35,Distance between two zipcodes in miles
60636,Distance To Work,60642,,8.298,0.520983663,33,Distance between two zipcodes in miles
60637,Distance To Work,60642,,8.842,0.489580327,38,Distance between two zipcodes in miles
60638,Distance To Work,60642,,10.041,0.420365987,40,Distance between two zipcodes in miles
60639,Distance To Work,60642,,5.337,0.691912486,20,Distance between two zipcodes in miles
60640,Distance To Work,60642,,4.831,0.721122207,17,Distance between two zipcodes in miles
60641,Distance To Work,60642,,5.782,0.666224095,24,Distance between two zipcodes in miles
60642,Distance To Work,60642,,0,1,1,Distance between two zipcodes in miles
60643,Distance To Work,60642,,13.803,0.20319806,47,Distance between two zipcodes in miles
60644,Distance To Work,60642,,5.339,0.691797033,21,Distance between two zipcodes in miles
60645,Distance To Work,60642,,7.748,0.55273336,31,Distance between two zipcodes in miles
60646,Distance To Work,60642,,8.613,0.502799746,37,Distance between two zipcodes in miles
60647,Distance To Work,60642,,2.481,0.856780003,8,Distance between two zipcodes in miles
60649,Distance To Work,60642,,10.351,0.402470704,41,Distance between two zipcodes in miles
60651,Distance To Work,60642,,4.125,0.761877273,15,Distance between two zipcodes in miles
60652,Distance To Work,60642,,10.669,0.384113606,42,Distance between two zipcodes in miles
60653,Distance To Work,60642,,6.094,0.648213358,25,Distance between two zipcodes in miles
60654,Distance To Work,60642,,1.241,0.928361138,3,Distance between two zipcodes in miles
60655,Distance To Work,60642,,14.043,0.189343647,48,Distance between two zipcodes in miles
60656,Distance To Work,60642,,9.556,0.448363447,39,Distance between two zipcodes in miles
60657,Distance To Work,60642,,2.761,0.840616521,10,Distance between two zipcodes in miles
60659,Distance To Work,60642,,6.545,0.622178606,27,Distance between two zipcodes in miles
60660,Distance To Work,60642,,5.521,0.681290769,22,Distance between two zipcodes in miles
60707,Distance To Work,60642,,7.855,0.546556601,32,Distance between two zipcodes in miles
60827,Distance To Work,60642,,17.323,0,51,Distance between two zipcodes in miles
6761,Distance To Work,60643,,12.466,0.440735756,23,Distance between two zipcodes in miles
12311,Distance To Work,60643,,12.593,0.435038134,25,Distance between two zipcodes in miles
60608,Distance To Work,60643,,10.404,0.533243607,22,Distance between two zipcodes in miles
60609,Distance To Work,60643,,7.592,0.659398834,15,Distance between two zipcodes in miles
60610,Distance To Work,60643,,13.842,0.379004038,30,Distance between two zipcodes in miles
