"ZipCode","Category","YearsAhead","AbsoluteValue","NormalizedValue","Rank","Metric"
"60660","Crime",2,1142.5294117633,0.720808372544261,44,"Total Number of Crimes"
"60632","Crime",2,3244.05882353202,0.405906569535705,21,"Total Number of Crimes"
"60614","Crime",2,3526.17647059307,0.380743873984936,18,"Total Number of Crimes"
"60639","Crime",2,4239.41176470475,0.325158152520942,17,"Total Number of Crimes"
"60610","Crime",2,2042.11764705804,0.545568507949623,35,"Total Number of Crimes"
"60625","Crime",2,2592.64705882353,0.473542876419504,27,"Total Number of Crimes"
"60652","Crime",2,1622.47058823518,0.614982553765353,39,"Total Number of Crimes"
"12311","Crime",2,12453.4117647008,0,1,"Total Number of Crimes"
"60622","Crime",2,2592.05882353817,0.473611347323359,28,"Total Number of Crimes"
"60629","Crime",2,4953.64705883713,0.278175611549872,14,"Total Number of Crimes"
"60626","Crime",2,2185.05882353564,0.525153399210901,34,"Total Number of Crimes"
"60642","Crime",2,1714.88235294118,0.598267211569293,38,"Total Number of Crimes"
"60643","Crime",2,3087.52941175972,0.420829389573777,23,"Total Number of Crimes"
"60659","Crime",2,1520.88235294166,0.634493604278705,41,"Total Number of Crimes"
"60633","Crime",2,535.823529411544,0.949292928861949,47,"Total Number of Crimes"
"60646","Crime",2,525.529411765331,0.955146515220971,48,"Total Number of Crimes"
"60612","Crime",2,4286.94117647748,0.321793945261332,16,"Total Number of Crimes"
"6761","Crime",2,4501.76470587799,0.307039511643049,15,"Total Number of Crimes"
"60654","Crime",2,2308.29411764495,0.508597506190674,33,"Total Number of Crimes"
"60634","Crime",2,1822.00000000315,0.579984005334635,36,"Total Number of Crimes"
"60657","Crime",2,2900.17647058904,0.439718911128012,24,"Total Number of Crimes"
"60630","Crime",2,1575.05882353328,0.623931718753623,40,"Total Number of Crimes"
"60707","Crime",2,643.411764704909,0.894078471490862,46,"Total Number of Crimes"
"60631","Crime",2,506.294117645074,0.966398336694692,50,"Total Number of Crimes"
"60613","Crime",2,1819.94117647059,0.580325171029022,37,"Total Number of Crimes"
"60645","Crime",2,1294.41176470633,0.68314626180267,43,"Total Number of Crimes"
"60655","Crime",2,521.411764705882,0.957520118802422,49,"Total Number of Crimes"
"60656","Crime",2,452.94117646937,1,51,"Total Number of Crimes"
"60644","Crime",3,5500.00000000786,0.234923975634525,7,"Total Number of Crimes"
"60636","Crime",3,5255.05882354593,0.248214480106606,9,"Total Number of Crimes"
"60653","Crime",3,2040.70588235416,0.524164534829664,33,"Total Number of Crimes"
"60615","Crime",3,2404.4117647071,0.476317348321228,25,"Total Number of Crimes"
"60621","Crime",3,4561.7647058841,0.289489518071567,12,"Total Number of Crimes"
"60609","Crime",3,2294.99999999664,0.489904122740123,27,"Total Number of Crimes"
"60628","Crime",3,7251.64705882353,0.154265146559594,4,"Total Number of Crimes"
"60827","Crime",3,809.117647057976,0.794049811432274,45,"Total Number of Crimes"
"60620","Crime",3,7655.58823530252,0.138451038579615,3,"Total Number of Crimes"
"60617","Crime",3,5312.23529412497,0.24505747605201,8,"Total Number of Crimes"
"60608","Crime",3,2790.41176469007,0.432882825719158,22,"Total Number of Crimes"
"60651","Crime",3,4637.29411764913,0.284698808767928,11,"Total Number of Crimes"
"60649","Crime",3,4712.5882352938,0.280000066289754,10,"Total Number of Crimes"
"60647","Crime",3,2833.29411764706,0.428433627253671,21,"Total Number of Crimes"
"60619","Crime",3,6408.52941177053,0.19032314466876,6,"Total Number of Crimes"
"60640","Crime",3,2088.82352940847,0.517365600788643,32,"Total Number of Crimes"
"60637","Crime",3,4471.41176470365,0.295325764711366,14,"Total Number of Crimes"
"60641","Crime",3,2126.47058824351,0.51215446882686,31,"Total Number of Crimes"
"60616","Crime",3,2167.99999999481,0.506511897746331,30,"Total Number of Crimes"
"60623","Crime",3,7204.5294117696,0.156166877378887,5,"Total Number of Crimes"
"60624","Crime",3,8482.88235295322,0.108514901149452,2,"Total Number of Crimes"
"60618","Crime",3,2435.58823529178,0.472558931471378,24,"Total Number of Crimes"
"60638","Crime",3,1255.47058823529,0.665884723756717,42,"Total Number of Crimes"
"60660","Crime",3,988.294117644954,0.735692463127334,44,"Total Number of Crimes"
"60632","Crime",3,2895.58823529804,0.422088919747292,19,"Total Number of Crimes"
"60614","Crime",3,3291.7647058896,0.38467823023608,18,"Total Number of Crimes"
"60639","Crime",3,3767.11764705712,0.345327266629311,17,"Total Number of Crimes"
"60610","Crime",3,1720.17647058706,0.574012833526962,35,"Total Number of Crimes"
"60625","Crime",3,2377.47058823529,0.479604650427584,26,"Total Number of Crimes"
"60652","Crime",3,1464.70588235277,0.620915649833574,39,"Total Number of Crimes"
"12311","Crime",3,12305.1176470512,0,1,"Total Number of Crimes"
"60622","Crime",3,2173.58823530726,0.50576089133132,29,"Total Number of Crimes"
"60629","Crime",3,4507.4705882557,0.292982566860922,13,"Total Number of Crimes"
"60626","Crime",3,1882.58823530346,0.547692378852977,34,"Total Number of Crimes"
"60642","Crime",3,1575.82352941176,0.599583008234717,38,"Total Number of Crimes"
"60643","Crime",3,2836.29411763958,0.428124891356208,20,"Total Number of Crimes"
"60659","Crime",3,1415.8235294125,0.630818012683191,41,"Total Number of Crimes"
"60633","Crime",3,509.235294117316,0.929132713475376,47,"Total Number of Crimes"
"60646","Crime",3,485.294117647996,0.943181186521396,48,"Total Number of Crimes"
"60612","Crime",3,3826.41176471623,0.340771157565754,16,"Total Number of Crimes"
"6761","Crime",3,4337.64705881698,0.304186357249443,15,"Total Number of Crimes"
"60654","Crime",3,2238.94117646742,0.497118645098079,28,"Total Number of Crimes"
"60634","Crime",3,1619.00000000472,0.591697239075268,37,"Total Number of Crimes"
"60657","Crime",3,2729.76470588356,0.439293321367994,23,"Total Number of Crimes"
"60630","Crime",3,1448.58823529992,0.624143691216275,40,"Total Number of Crimes"
"60707","Crime",3,566.117647057363,0.898240471522852,46,"Total Number of Crimes"
"60631","Crime",3,452.941176467611,0.963308767303007,50,"Total Number of Crimes"
"60613","Crime",3,1690.41176470588,0.57910497762871,36,"Total Number of Crimes"
"60645","Crime",3,1199.11764705949,0.679282465826465,43,"Total Number of Crimes"
"60655","Crime",3,463.117647058823,0.956826767116267,49,"Total Number of Crimes"
"60656","Crime",3,399.411764704055,1,51,"Total Number of Crimes"
