GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,,,,HD01_VD26,,,,HC01_EST_VC35,HC02_EST_VC35,HC03_EST_VC35,HC01_EST_VC36,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39,HC01_EST_VC01,HC01_EST_VC03,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_MOE_VC55,HC02_EST_VC55,HC01_EST_VC02,HC02_EST_VC02,HC05_EST_VC02,HC01_EST_VC03,HC01_EST_VC06,HC01_EST_VC07,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC15,HC01_EST_VC17,HC01_EST_VC18,HC01_EST_VC20
Id,Id2,Geography,Estimate; Total:,Estimate; Male:,m_lt_ql_19,m_20_69,m_70_and_over,Estimate; Female:,f_lt_ql_19,f_20_69,f_70_and_over,Total; Estimate; SUMMARY INDICATORS - Median age (years),Male; Estimate; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Total; Estimate; Workers 16 years and over,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Public transportation (excluding taxicab),Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Walked,Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Bicycle,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Taxicab, motorcycle, or other means",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Worked at home,Total; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Male; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Total; Estimate; Total households,Married-couple family household; Estimate; Total households,Nonfamily household; Estimate; Total households,Total; Estimate; Average household size,Total; Estimate; FAMILIES - Total families,Total; Estimate; FAMILIES - Average family size,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,Total; Estimate; Total households,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over
8600000US61491,61491,ZCTA5 61491,2100,1003,177,696,130,1097,248,645,204,49.9,47.4,52.1,91.4,76.5,41.9,34.5,923,93.1,0,2.2,0.4,0.2,4.1,3.8,24.3,916,483,321,2.29,595,2.89,164,31.7,12.8,55.5,916,21.6,48.8,14.3
8600000US61501,61501,ZCTA5 61501,1688,919,278,530,111,769,135,496,138,42.7,36.5,49.6,119.5,64.5,30.1,34.4,653,88.5,0,5.8,0.5,0,5.2,4.1,35.1,739,296,289,2.26,450,2.83,176,22.7,20.5,56.8,739,27.2,41.8,13.7
8600000US61516,61516,ZCTA5 61516,730,365,96,245,24,365,79,232,54,40.8,35.4,47.2,100,56.7,22.5,34.1,336,97.9,0,1.8,0,0,0.3,3.8,28.3,308,180,83,2.37,225,2.85,70,27.1,18.6,54.3,308,26.3,41.6,13
8600000US61517,61517,ZCTA5 61517,3354,1864,442,1225,197,1490,350,975,165,43.3,40,48.9,125.1,59.3,30.8,28.6,1690,86.6,0.1,4.3,0.1,4.8,4,1.7,21,1334,866,325,2.51,1009,2.89,310,30,18.7,51.3,1334,24.4,41.6,6.5
8600000US61519,61519,ZCTA5 61519,237,124,27,86,11,113,20,80,13,44.5,42.9,53.5,109.7,49.1,22.6,26.4,101,100,0,0,0,0,0,9.3,33.9,113,30,52,2.1,61,2.7,22,36.4,13.6,50,113,20.4,36.3,7.1
8600000US61520,61520,ZCTA5 61520,17232,9383,1810,6730,843,7849,1705,4906,1238,40.5,38,44.4,119.5,56.6,27.8,28.8,6849,95.4,0,2.1,0.3,0.6,1.5,1.5,23.6,6407,3001,2397,2.36,4010,2.87,1606,23.7,19.2,57,6407,26.7,43.4,13.8
8600000US61523,61523,ZCTA5 61523,11408,5949,1593,3778,578,5459,1192,3632,635,42.9,41,43.8,109,64,26.2,37.8,5409,92.1,0.3,2.5,0.6,1.1,3.4,2,22,4485,2467,1313,2.51,3172,3,1249,26.6,21.4,52,4485,29.7,39.8,10.2
8600000US61524,61524,ZCTA5 61524,293,138,43,92,3,155,47,96,12,31,28.7,31.7,89,62.8,15,47.8,134,100,0,0,0,0,0,6.3,43.1,116,50,37,2.53,79,3.05,31,12.9,45.2,41.9,116,31,27.6,7.8
8600000US61525,61525,ZCTA5 61525,9268,4498,1518,2764,216,4770,1629,2852,289,36,35.9,36,94.3,66.2,12.6,53.6,4414,96.1,0,0.9,0,0.7,2.2,0.9,18.8,3135,2368,557,2.96,2578,3.32,1430,25.2,22.1,52.7,3135,47.8,21.1,4.9
8600000US61526,61526,ZCTA5 61526,926,396,93,222,81,530,191,249,90,38.9,46.4,30.8,74.7,92.5,38.7,53.8,364,92,0,2.2,0,0,5.8,3.9,16.5,301,217,37,3.08,264,3.37,80,0,35,65,301,31.6,54.5,9
8600000US61528,61528,ZCTA5 61528,2916,1479,355,937,187,1437,490,832,115,38.8,40.6,36.5,102.9,73.8,24.9,48.9,1315,96,0,1.6,0,0,2.4,2.8,21,1109,771,293,2.62,816,3.16,432,8.3,37.3,54.4,1109,39,34.8,10.7
8600000US61529,61529,ZCTA5 61529,2666,1276,419,743,114,1390,303,912,175,43.1,42.5,43.6,91.8,72,28.1,43.9,1314,92.5,0,3.3,0,0.9,3.2,2,26.3,1041,669,275,2.56,766,3.02,344,25.6,5.8,68.6,1041,33.9,37.7,13.4
8600000US61530,61530,ZCTA5 61530,7016,3259,817,2122,320,3757,969,2151,637,37.8,38.9,37,86.7,68.2,31,37.2,3481,88.5,1,5.7,0.4,1.6,2.8,2,19.5,2569,1405,849,2.48,1720,3.17,659,17,29.7,53.3,2569,26.4,38.2,14.5
8600000US61531,61531,ZCTA5 61531,3334,1598,437,999,162,1736,488,1033,215,40.5,39,41.9,92.1,75.2,29.9,45.3,1502,98,0,0.6,0,0,1.4,1.7,27.9,1303,695,418,2.49,885,3.1,439,17.8,25.1,57.2,1303,35.4,39.1,14.4
8600000US61532,61532,ZCTA5 61532,640,293,72,175,46,347,106,195,46,36.5,42.8,34.2,84.4,75.8,30.2,45.6,280,92.1,0,3.9,0,0,3.9,7.1,23.3,246,150,41,2.6,205,2.78,72,65.3,8.3,26.4,246,38.2,30.5,11.8
8600000US61533,61533,ZCTA5 61533,2627,1313,370,849,94,1314,343,819,152,41.1,38.5,43.6,99.9,56.6,21.2,35.5,1194,93.3,0,2.4,0.2,1.3,2.8,1.8,26.4,959,579,224,2.74,735,3,267,23.6,30,46.4,959,30.4,43.2,9
8600000US61534,61534,ZCTA5 61534,1736,849,172,586,91,887,189,605,93,48.1,48.3,45.4,95.7,59.1,28.2,30.9,876,96.5,0,0,0,0,3.5,2.1,31.5,704,481,170,2.42,534,2.72,176,27.8,14.8,57.4,704,31.7,37.6,8.5
8600000US61535,61535,ZCTA5 61535,1359,670,175,435,60,689,131,491,67,49.2,48.9,50.6,97.2,41.6,21.8,19.8,738,91.1,0,7.3,0,0,1.6,3.1,16.9,524,348,138,2.59,386,2.93,131,0,0,100,524,27.9,42.9,2.3
8600000US61536,61536,ZCTA5 61536,2822,1360,330,859,171,1462,288,891,283,46.1,45.9,46.3,93,76.9,40.7,36.2,1275,97.3,0.3,0,0,0,2.4,1.9,23.9,1206,647,407,2.34,799,2.94,337,16.9,14.8,68.2,1206,29.2,46.2,16.3
8600000US61537,61537,ZCTA5 61537,2665,1294,367,733,194,1371,349,807,215,43.8,43.5,45.1,94.4,88.6,42.4,46.2,1175,91.9,0,2.1,0.3,0.9,4.8,4,23.5,1054,579,367,2.46,687,3.11,317,21.8,21.1,57.1,1054,32.5,48.2,16
8600000US61539,61539,ZCTA5 61539,223,107,30,71,6,116,24,76,16,36.1,35.3,38.7,92.2,48.7,18.7,30,108,100,0,0,0,0,0,2.3,26.2,94,34,42,2.37,52,3.13,28,39.3,25,35.7,94,29.8,30.9,12.8
8600000US61540,61540,ZCTA5 61540,2769,1326,249,894,183,1443,260,856,327,48.5,45.9,49.7,91.9,70.7,41.9,28.8,1345,95.8,0,2.2,0,0.6,1.3,3.6,28.9,1163,626,356,2.28,807,2.72,275,38.9,22.2,38.9,1163,27.2,48.4,17.2
8600000US61541,61541,ZCTA5 61541,109,49,18,26,5,60,8,35,17,44.5,41.5,46,81.7,78.7,44.3,34.4,51,100,0,0,0,0,0,6.6,24.5,57,16,29,1.91,28,2.61,15,20,13.3,66.7,57,26.3,49.1,24.6
8600000US61542,61542,ZCTA5 61542,3665,1850,362,1225,263,1815,353,1122,340,47.9,47.8,48,101.9,67.1,37.7,29.4,1686,93.5,1.2,0.6,0,1.4,3.3,2.5,32.2,1539,909,460,2.3,1079,2.72,367,21.8,11.2,67,1539,23.8,52.2,11.2
8600000US61543,61543,ZCTA5 61543,180,94,23,50,21,86,20,50,16,46.5,48.5,43.7,109.3,97.8,52.7,45.1,69,88.4,0,4.3,0,0,7.2,5.2,33,77,36,21,2.34,56,2.63,23,8.7,21.7,69.6,77,39,55.8,10.4
8600000US61544,61544,ZCTA5 61544,559,313,65,201,47,246,44,153,49,50.2,49.1,52.2,127.2,69.9,39.8,30.1,222,96.8,2.7,0,0,0.5,0,6.6,42.6,257,127,101,2.18,156,2.81,38,7.9,39.5,52.6,257,16,46.3,12.5
8600000US61545,61545,ZCTA5 61545,727,404,93,234,77,323,67,192,64,46.3,49.3,45.3,125.1,76.9,38,38.9,321,83.8,0,1.6,0,0,14.6,3.2,25.2,287,191,74,2.53,213,2.99,80,31.3,27.5,41.3,287,27.9,43.6,6.6
8600000US61546,61546,ZCTA5 61546,3717,1991,412,1342,237,1726,321,1224,181,45.7,45.6,46.1,115.4,56.8,28.5,28.3,1851,93.7,0,3.9,0,1.3,1.1,1.6,28.7,1633,959,522,2.28,1111,2.73,379,12.1,25.9,62,1633,26.5,40.8,11
8600000US61547,61547,ZCTA5 61547,4152,2070,672,1253,145,2082,525,1396,161,41.6,40.7,42.1,99.4,64,21.6,42.5,2101,95.3,0.6,0.2,0,0.8,3.1,0.9,23.9,1472,1105,263,2.82,1209,3.16,493,22.3,17.2,60.4,1472,35.3,35.3,6
8600000US61548,61548,ZCTA5 61548,12133,6134,1975,3586,573,5999,1648,3545,806,39.7,37.7,41.4,102.3,72.1,24.6,47.5,5554,95.3,0.2,0.3,0.6,0.3,3.2,2.2,26.9,4334,2909,932,2.78,3402,3.19,1466,14.8,22.7,62.5,4334,36.7,35.6,9.7
8600000US61550,61550,ZCTA5 61550,17847,8750,2378,5332,1040,9097,2304,5429,1364,41.3,39.6,42.7,96.2,79.6,36.1,43.5,8437,94.2,0.3,0.6,0.2,0.9,3.9,1.2,21.8,7287,4364,2343,2.4,4944,2.97,2049,18.6,20.9,60.5,7287,29.5,40.4,11.7
8600000US61552,61552,ZCTA5 61552,181,81,32,40,9,100,33,60,7,32.4,38.1,32.4,81,135.1,50.6,84.4,59,100,0,0,0,0,0,N,N,73,41,22,2.48,51,3.12,26,0,30.8,69.2,73,35.6,53.4,30.1
8600000US61553,61553,ZCTA5 61553,167,77,17,51,9,90,18,46,26,43.5,42.5,47,85.6,77.7,42.6,35.1,79,92.4,0,7.6,0,0,0,6.6,24.5,89,25,48,1.88,41,2.63,20,30,10,60,89,25.8,49.4,27
8600000US61554,61554,ZCTA5 61554,43456,21500,5386,14282,1832,21956,5306,13670,2980,38.8,37.2,41,97.9,65.7,27.3,38.4,19599,95,0.6,1.1,0.6,0.7,2,0.8,22.1,17391,8449,6038,2.4,11353,2.94,4671,27,21.1,51.9,17391,30.8,38.1,11.3
8600000US61559,61559,ZCTA5 61559,3099,1495,492,848,155,1604,405,907,292,42.6,39.2,44.9,93.2,84.1,34.5,49.7,1317,91.9,0.5,3.3,0,0.7,3.6,1.9,25.1,1159,672,304,2.64,855,3.13,372,10.2,28.2,61.6,1159,35.5,45.9,12.8
8600000US61560,61560,ZCTA5 61560,498,242,0,158,84,256,9,174,73,63.5,65.5,62.3,94.5,95.3,91.8,3.5,254,85.4,0,0,3.9,0,10.6,5.4,19,256,132,117,1.95,139,2.17,22,100,0,0,256,8.6,66,17.2
8600000US61561,61561,ZCTA5 61561,2714,1407,330,849,228,1307,302,787,218,44.3,43,45.1,107.7,71.7,36.6,35,1301,94.2,0,4.2,0,0.4,1.2,2.9,20.4,1057,686,246,2.51,811,2.92,296,23.6,30.1,46.3,1057,29,43.8,8.5
8600000US61562,61562,ZCTA5 61562,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,0,-,-,-,-,-,-,**,-,0,0,0,-,0,-,0,-,-,-,0,-,-,-
8600000US61563,61563,ZCTA5 61563,575,293,72,188,33,282,53,181,48,43.6,42.2,48,103.9,76.4,38.7,37.7,265,89.8,0,6.4,0,0,3.8,4.4,27.6,247,120,69,2.33,178,2.68,53,28.3,39.6,32.1,247,23.9,40.5,6.9
8600000US61564,61564,ZCTA5 61564,1058,513,181,312,20,545,156,347,42,34.9,35.2,34.3,94.1,66.4,16.4,50,457,97.8,0,1.1,0,0,1.1,3.8,24.6,383,217,65,2.76,318,2.97,146,28.8,15.1,56.2,383,43.6,29.8,6.3
8600000US61565,61565,ZCTA5 61565,1481,743,112,561,70,738,165,496,77,47,49.3,46.4,100.7,53.8,26.9,26.9,719,92.6,0,0.7,0,0.4,6.3,2.7,30.8,613,357,208,2.42,405,2.99,98,20.4,34.7,44.9,613,18.8,42.4,10.4
8600000US61567,61567,ZCTA5 61567,596,295,77,128,90,301,78,200,23,48.5,50.7,45.9,98,109.1,57.5,51.6,193,100,0,0,0,0,0,8.1,39.6,263,127,105,2.27,158,2.87,57,47.4,0,52.6,263,29.3,60.1,24.7
8600000US61568,61568,ZCTA5 61568,4097,2132,778,1175,179,1965,621,1086,258,37.4,36.1,39.9,108.5,93,30.5,62.5,1711,89.1,0,3,0,0.9,7,2,18.9,1485,964,423,2.76,1062,3.36,495,11.3,26.3,62.4,1485,34.9,42.3,11.1
8600000US61569,61569,ZCTA5 61569,1130,528,130,313,85,602,169,343,90,51.6,53.8,47.4,87.7,97.2,48,49.2,419,90.5,0,2.1,1.2,0,6.2,3.8,18.9,456,303,114,2.48,342,2.97,101,9.9,24.8,65.3,456,27.4,47.6,10.1
8600000US61570,61570,ZCTA5 61570,1758,900,259,587,54,858,218,538,102,36.5,35.7,37.4,104.9,59.1,19.4,39.7,768,95.3,0,0,0.7,1,3,2.9,32.8,634,330,201,2.77,433,3.33,196,39.8,25.5,34.7,634,33.6,38.6,10.3
8600000US61571,61571,ZCTA5 61571,24674,12118,3602,7372,1144,12556,3204,7699,1653,39.7,38.9,40.4,96.5,71.8,27.9,43.9,11817,96.3,0,0.7,0.1,0.4,2.5,1.3,21.9,9678,5885,2592,2.53,7086,3.02,3204,21.6,19.8,58.6,9678,34.5,37.1,12.1
8600000US61572,61572,ZCTA5 61572,1120,564,119,387,58,556,141,337,78,43.4,42.6,43.7,101.4,57.7,27,30.7,518,93.2,0,2.5,0.4,1,2.9,4,31.7,446,248,147,2.51,299,2.95,77,13,13,74,446,24.2,41.5,10.5
8600000US61602,61602,ZCTA5 61602,1058,770,22,719,29,288,0,249,39,43.8,43.2,53.7,267.4,14.9,14.1,0.8,302,58.3,11.3,24.5,3.3,0,2.6,4.4,15,641,88,548,1.19,93,1.96,5,0,0,100,641,0.8,30.3,7.6
8600000US61603,61603,ZCTA5 61603,16594,7611,2511,4695,405,8983,2931,5498,554,30.5,30.1,30.6,84.7,66.9,16.5,50.4,6670,81.5,10.7,4.4,0.9,1.5,1.1,1.7,18.4,6407,1818,2687,2.53,3720,3.4,1895,16.1,31.1,52.8,6407,34.3,24.3,8.4
8600000US61604,61604,ZCTA5 61604,31256,14858,4065,9619,1174,16398,3537,10515,2346,38.5,36.1,41.8,90.6,62.8,26.4,36.4,13823,91.1,4.2,1.4,0.1,0.8,2.4,1.1,19.2,13166,4555,5909,2.27,7257,3.01,2781,24.4,21.6,54,13166,25.3,36.3,14.5
8600000US61605,61605,ZCTA5 61605,16243,7864,3220,4298,346,8379,2646,4882,851,30.3,26.6,32.1,93.9,79.8,20.2,59.5,4625,87.1,7.9,1.2,0.2,1.9,1.7,1.8,22.4,5826,1178,2332,2.78,3494,3.57,1831,22.3,25.3,52.4,5826,37,37.2,13.9
8600000US61606,61606,ZCTA5 61606,7868,3827,990,2670,167,4041,1180,2732,129,21.8,22.5,21.4,94.7,25.2,7.5,17.7,3643,68.6,2.4,18.7,2.3,0.7,7.4,1.2,15.6,2246,549,1376,2.72,870,3.38,420,34,13.6,52.4,2246,20.9,24.3,5.3
8600000US61607,61607,ZCTA5 61607,11154,5631,1528,3357,746,5523,1076,3761,686,42.8,40.7,45.5,102,67.6,31.4,36.2,5448,95.6,0.1,0.8,0.1,0.6,2.8,1.5,19.1,4582,2503,1414,2.43,3168,2.9,1151,20.2,21.4,58.5,4582,27.9,46.4,12.2
8600000US61610,61610,ZCTA5 61610,5653,2772,556,2033,183,2881,603,2054,224,41.3,39.6,43.7,96.2,42.7,17.3,25.4,2828,92,2.7,1.4,0,1.8,2.1,3.4,25.7,2253,1056,548,2.51,1705,2.61,585,26.2,4.4,69.4,2253,29.5,36.2,6.3
8600000US61611,61611,ZCTA5 61611,25243,12498,2811,8289,1398,12745,2837,8032,1876,43.3,41.8,45,98.1,61,29.9,31.1,12469,94.6,1,0.9,0.1,0.4,2.9,1,22,10909,5555,3979,2.29,6930,2.8,2319,25.6,13.3,61.1,10909,24.1,39.9,11.1
8600000US61614,61614,ZCTA5 61614,28600,13641,2908,9047,1686,14959,3489,8887,2583,40.3,38.5,42.6,91.2,68.9,34,34.9,14276,93.1,0.9,1.4,1,0.7,2.8,1.1,17.2,12811,5315,5522,2.19,7289,2.88,3124,25.7,14.1,60.1,12811,25.6,41,14.9
8600000US61615,61615,ZCTA5 61615,22984,10893,2723,7281,889,12091,3012,7841,1238,37.3,35.8,39,90.1,60.6,23.8,36.8,10857,95.2,0.6,0.2,0,0.3,3.8,0.8,18.4,10139,4746,4234,2.25,5905,3,2546,24.9,22.6,52.5,10139,26.8,32.5,10.6
8600000US61616,61616,ZCTA5 61616,6019,2893,725,1948,220,3126,436,2228,462,36.3,33.5,42.2,92.5,49.5,22.5,27,3300,92.8,1.7,2.3,0.2,0.5,2.5,1.7,17.5,2738,964,1402,2.14,1336,2.96,514,30.5,18.9,50.6,2738,21.1,35.6,14
8600000US61625,61625,ZCTA5 61625,344,204,81,123,0,140,97,43,0,19.9,20.2,19.5,145.7,-,-,-,133,6,0,68.4,0,0,25.6,7.4,4.1,5,0,5,2.4,0,-,0,-,-,-,5,0,0,0
8600000US61701,61701,ZCTA5 61701,35788,17269,4239,11805,1225,18519,4410,12190,1919,33.1,33.3,33,93.3,48.6,18.7,29.8,17875,87.1,2.4,5.4,0.8,1.3,3,0.7,16.6,15078,4998,7711,2.23,7367,3.05,3245,32.2,22.9,44.9,15078,24.3,31.4,12.3
8600000US61704,61704,ZCTA5 61704,36869,18357,4939,12190,1228,18512,4822,12025,1665,36.1,34.4,36.8,99.2,55.5,17.8,37.7,19839,93.1,0.9,1.5,0.8,1.6,2.2,1,16.9,14613,8371,4550,2.52,10063,3.06,4635,22.5,17.7,59.8,14613,33.2,28.8,7.1
8600000US61705,61705,ZCTA5 61705,13273,6452,2038,4094,320,6821,2153,4383,285,36.8,36.6,36.9,94.6,61.1,13.9,47.2,6892,94.2,1.1,0.4,0,1,3.3,1.6,20.9,4645,3237,887,2.86,3758,3.2,1683,13.8,26,60.1,4645,39.3,25.3,1.9
8600000US61720,61720,ZCTA5 61720,185,99,38,50,11,86,26,51,9,30.9,30.3,34.3,115.1,96.8,28.7,68.1,81,88.9,0,0,0,0,11.1,8.7,30,68,32,26,2.72,42,3.4,21,0,71.4,28.6,68,36.8,42.6,17.6
8600000US61721,61721,ZCTA5 61721,644,341,89,235,17,303,71,199,33,41.5,38.9,46.3,112.5,64.3,23.7,40.6,345,82,0,6.4,0,0,11.6,4.8,33.1,271,181,76,2.38,195,2.82,86,22.1,23.3,54.7,271,32.5,37.3,8.9
8600000US61722,61722,ZCTA5 61722,419,210,45,156,9,209,56,135,18,37.2,40.5,35.6,100.5,43.5,11,32.5,214,95.8,0,0.9,0.5,2.8,0,4.6,24.7,176,104,57,2.38,119,2.93,51,47.1,7.8,45.1,176,32.4,32.4,7.4
8600000US61723,61723,ZCTA5 61723,1971,981,255,659,67,990,263,606,121,40.2,37.2,41.7,99.1,68.3,28.4,39.9,986,95,0.2,0,0.6,0.4,3.8,3.2,29.2,863,482,283,2.27,580,2.79,231,31.6,26.8,41.6,863,27.5,40.2,12.1
8600000US61724,61724,ZCTA5 61724,614,313,84,181,48,301,79,181,41,40.6,42.8,39.8,104,82.2,38,44.2,266,93.2,0,0.8,0,0.8,5.3,2.5,26.3,232,157,45,2.65,187,2.98,69,27.5,8.7,63.8,232,33.6,50.4,6
8600000US61725,61725,ZCTA5 61725,1629,834,275,509,50,795,165,539,91,43.3,36.7,46.2,104.9,64,24.5,39.6,857,97.2,0,2.2,0,0,0.6,2.1,21.3,569,354,122,2.86,447,3.22,176,13.1,8.5,78.4,569,32.7,44.1,3.7
8600000US61726,61726,ZCTA5 61726,2424,1262,302,832,128,1162,257,771,134,44.4,42.5,45.4,108.6,59.3,26.9,32.3,1264,95.4,0.3,0.9,0,0,3.3,1.9,20.9,1032,578,313,2.35,719,2.75,218,27.5,19.3,53.2,1032,22.1,42.7,11.4
8600000US61727,61727,ZCTA5 61727,10019,4890,1245,3084,561,5129,1273,3135,721,42.5,42.2,42.7,95.3,66,28.1,38,4789,94.8,0.2,1.4,0.6,0,2.9,1.6,21.6,4058,2066,1480,2.42,2578,3.1,1137,21.7,27.2,51.1,4058,29.7,38.5,13.3
8600000US61728,61728,ZCTA5 61728,1320,654,211,370,73,666,165,409,92,42.4,41.7,43.5,98.2,70.8,27.3,43.5,629,89.7,0,4.5,0,0,5.9,2.8,29.9,499,305,132,2.57,367,2.99,174,10.3,12.1,77.6,499,35.7,36.3,10.6
8600000US61729,61729,ZCTA5 61729,1089,537,158,308,71,552,131,322,99,35,30.7,37.5,97.3,89.4,42.6,46.8,504,94.8,0,1.2,0.6,0,3.4,2.2,20.2,402,295,77,2.71,325,3.06,96,16.7,32.3,51,402,28.4,46.8,12.9
8600000US61730,61730,ZCTA5 61730,291,158,29,115,14,133,24,99,10,45.9,43,50.2,118.8,53.2,26.8,26.3,163,92.6,0,0,0,0.6,6.7,18.4,32.6,151,67,71,1.93,80,2.53,27,11.1,22.2,66.7,151,21.2,37.7,15.2
8600000US61731,61731,ZCTA5 61731,144,60,21,39,0,84,18,49,17,44.4,44.4,50,71.4,105.7,50,55.7,84,83.3,0,0,0,0,16.7,24.9,22,61,35,23,2.36,38,3.08,20,15,0,85,61,32.8,67.2,27.9
8600000US61732,61732,ZCTA5 61732,2114,1086,352,676,58,1028,273,680,75,37.8,36.7,40.3,105.6,59.9,16.3,43.6,1097,92.9,0.4,1.4,0,0,5.4,2,24,772,557,148,2.74,624,3.03,303,20.8,16.2,63,772,41.2,31.5,3.5
8600000US61733,61733,ZCTA5 61733,988,474,146,282,46,514,122,334,58,38.2,35.8,41.1,92.2,65.5,22.4,43,488,92,0,0.6,0,2.9,4.5,4.7,29.8,367,244,83,2.69,284,3.13,127,28.3,25.2,46.5,367,34.9,33.2,7.9
8600000US61734,61734,ZCTA5 61734,2891,1426,383,859,184,1465,375,904,186,40.7,40,41.5,97.3,73.5,31.7,41.8,1367,90.8,0.2,1.9,0.3,1.2,5.6,2.5,29,1125,724,292,2.57,833,2.97,314,16.2,25.5,58.3,1125,30,41.3,9.8
8600000US61735,61735,ZCTA5 61735,527,263,68,177,18,264,52,192,20,45.3,43.7,46,99.6,61.2,24.5,36.7,274,90.5,2.6,0,0,0,6.9,4.5,27.9,203,134,38,2.6,165,2.95,65,3.1,21.5,75.4,203,36.9,52.7,10.3
8600000US61736,61736,ZCTA5 61736,1760,865,274,513,78,895,257,552,86,39.9,39.7,40.1,96.6,75.1,27.1,48.1,860,94.8,0,1.3,0,0.6,3.4,2.3,20.6,624,415,147,2.82,477,3.25,227,14.5,17.6,67.8,624,39.6,34.9,6.1
8600000US61737,61737,ZCTA5 61737,635,279,54,207,18,356,140,195,21,35.6,41.1,31.2,78.4,59.9,13.4,46.6,352,98,0,0,0,0,2,5.9,33.4,226,145,49,2.81,177,3.18,84,31,11.9,57.1,226,40.7,23.9,2.7
8600000US61738,61738,ZCTA5 61738,4560,2183,776,1278,129,2377,762,1390,225,35.4,34.4,36.2,91.8,77.2,21,56.1,2211,89.7,1.2,1.8,0.3,0.7,6.3,1.5,23.4,1576,928,379,2.77,1197,3.22,674,30.3,23.6,46.1,1576,45.1,30.9,8.2
8600000US61739,61739,ZCTA5 61739,4799,2394,794,1346,254,2405,569,1519,317,38.8,35.8,42.5,99.5,78.1,32.7,45.4,2429,85.1,0,6.1,0.6,1.1,7.1,3.1,18.7,2009,1000,716,2.36,1293,2.89,530,19.2,25.8,54.9,2009,29,38.4,13.3
8600000US61740,61740,ZCTA5 61740,1669,778,199,468,111,891,209,455,227,46.4,43.8,48.3,87.3,91.8,47.7,44.1,720,93.8,0,1.3,0.4,0.4,4.2,3.2,24.7,655,364,202,2.36,453,2.8,186,18.8,33.3,47.8,655,31.6,46.1,15.4
8600000US61741,61741,ZCTA5 61741,1593,795,263,453,79,798,246,460,92,32.2,32.1,32.4,99.6,78.6,27.4,51.2,721,92.6,0,4.6,0.3,0.8,1.7,2.6,19.6,597,363,151,2.67,446,3.11,201,26.9,28.9,44.3,597,37.7,36.9,13.1
8600000US61742,61742,ZCTA5 61742,1249,623,170,385,68,626,169,403,54,42.6,42.9,42.3,99.5,57.7,20.2,37.5,648,96.5,0,0,0.5,0.3,2.8,1.8,20.9,444,307,95,2.81,349,3.15,110,7.3,29.1,63.6,444,30.2,34.7,4.5
8600000US61743,61743,ZCTA5 61743,208,101,19,72,10,107,24,76,7,46,49.2,45.8,94.4,57.6,25,32.6,121,88.4,0,5.8,0,1.7,4.1,4.4,20.2,87,53,26,2.39,61,2.9,17,0,35.3,64.7,87,21.8,36.8,12.6
8600000US61744,61744,ZCTA5 61744,1863,919,248,574,97,944,215,586,143,42.8,41.8,45.4,97.4,66.8,27.2,39.6,967,91.6,0,3.6,0,0.5,4.2,2.3,21.9,749,518,174,2.49,575,2.86,230,27,11.3,61.7,749,31.6,43,13.6
8600000US61745,61745,ZCTA5 61745,4364,2133,727,1300,106,2231,597,1497,137,37.9,36,38.4,95.6,59.3,18.2,41.1,2189,97.5,0,0.5,0.3,0.2,1.5,1.9,23.7,1587,1018,364,2.75,1223,3.16,574,18.8,20.4,60.8,1587,38.4,30.4,10.5
8600000US61747,61747,ZCTA5 61747,1348,635,191,368,76,713,136,396,181,47.6,41.8,52.7,89.1,89.9,47.7,42.1,634,89.9,0.3,5.5,0,0,4.3,7,28.7,520,305,168,2.43,352,3.01,139,16.5,25.2,58.3,520,29.8,49,17.9
