GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,,,,HD01_VD26,,,,HC01_EST_VC35,HC02_EST_VC35,HC03_EST_VC35,HC01_EST_VC36,HC01_EST_VC37,HC01_EST_VC38,HC01_EST_VC39,HC01_EST_VC01,HC01_EST_VC03,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_MOE_VC55,HC02_EST_VC55,HC01_EST_VC02,HC02_EST_VC02,HC05_EST_VC02,HC01_EST_VC03,HC01_EST_VC06,HC01_EST_VC07,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC15,HC01_EST_VC17,HC01_EST_VC18,HC01_EST_VC20
Id,Id2,Geography,Estimate; Total:,Estimate; Male:,m_lt_ql_19,m_20_69,m_70_and_over,Estimate; Female:,f_lt_ql_19,f_20_69,f_70_and_over,Total; Estimate; SUMMARY INDICATORS - Median age (years),Male; Estimate; SUMMARY INDICATORS - Median age (years),Female; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Old-age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Total; Estimate; Workers 16 years and over,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Car, truck, or van",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Public transportation (excluding taxicab),Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Walked,Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Bicycle,"Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Taxicab, motorcycle, or other means",Total; Estimate; MEANS OF TRANSPORTATION TO WORK - Worked at home,Total; Margin of Error; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Male; Estimate; TRAVEL TIME TO WORK - Mean travel time to work (minutes),Total; Estimate; Total households,Married-couple family household; Estimate; Total households,Nonfamily household; Estimate; Total households,Total; Estimate; Average household size,Total; Estimate; FAMILIES - Total families,Total; Estimate; FAMILIES - Average family size,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years only,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - Under 6 years and 6 to 17 years,Total; Estimate; AGE OF OWN CHILDREN - Households with own children of the householder under 18 years - 6 to 17 years only,Total; Estimate; Total households,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people under 18 years,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Households with one or more people 60 years and over,Total; Estimate; Total households - SELECTED HOUSEHOLDS BY TYPE - Householder living alone - 65 years and over
8600000US60552,60552,ZCTA5 60552,4696,2509,602,1685,222,2187,456,1478,253,44.7,40.7,46.5,114.7,53,22,31.1,2490,94.7,1.3,0.6,0.9,0,2.5,3.7,35.6,1790,1113,438,2.62,1352,2.91,516,19.8,15.7,64.5,1790,29.9,36.9,6.1
8600000US60553,60553,ZCTA5 60553,751,410,124,251,35,341,73,248,20,41.5,43.8,38.7,120.2,69.9,27.1,42.8,386,94.3,0,1.6,0,0.8,3.4,3.3,29.8,285,166,64,2.64,221,2.99,78,26.9,6.4,66.7,285,34.4,46.3,8.8
8600000US60554,60554,ZCTA5 60554,11877,6258,1596,4109,553,5619,1331,3773,515,42.7,41.9,45.1,111.4,54.9,21.6,33.3,6181,90.2,1.6,1,0.1,0.3,6.6,2,31,4263,3069,966,2.79,3297,3.21,1213,14.2,8.6,77.2,4263,30,36.4,5.6
8600000US60555,60555,ZCTA5 60555,13663,6912,1900,4664,348,6751,1627,4706,418,37.4,35.9,38.8,102.4,50.3,15.1,35.1,7721,87,3.5,1.4,0.3,0.9,6.9,1.3,27.2,5016,2704,1655,2.72,3361,3.37,1635,21.8,14.1,64.1,5016,35.5,30.9,7.4
8600000US60556,60556,ZCTA5 60556,1729,806,189,576,41,923,281,556,86,36.7,37.9,35.7,87.3,58.3,18.4,39.9,868,91.9,0.2,4.3,0,1,2.5,3.2,34.7,621,374,141,2.78,480,3.13,219,23.3,11.9,64.8,621,36.2,36.1,9.2
8600000US60557,60557,ZCTA5 60557,33,16,0,16,0,17,0,17,0,-,-,-,94.1,-,-,-,0,-,-,-,-,-,-,**,-,17,17,0,1.94,17,1.94,0,-,-,-,17,0,100,0
8600000US60558,60558,ZCTA5 60558,13133,6511,2326,3592,593,6622,2020,3778,824,43,41.1,44.5,98.3,91.1,30.4,60.7,5926,65.6,22.6,3.9,0.2,0.9,6.7,1.8,34.7,4387,3434,745,2.99,3642,3.38,1870,20.2,17.9,61.9,4387,42.9,43.2,10.3
8600000US60559,60559,ZCTA5 60559,24772,11567,2690,7778,1099,13205,2841,8891,1473,40.8,37.5,43.4,87.6,56.9,24.5,32.4,12144,83.4,8.6,2.2,0.3,1.1,4.4,1.3,30.8,10482,4492,4437,2.31,6045,3.06,2522,31.1,18.4,50.5,10482,26.7,34.1,11.5
8600000US60560,60560,ZCTA5 60560,23636,11847,4055,7083,709,11789,3557,7195,1037,34.6,34.8,34.5,100.5,67.7,18.2,49.5,12004,92.9,1.9,1,0,0.6,3.6,2.1,32.8,7607,5078,1689,3.08,5918,3.51,3266,17.7,27.4,54.9,7607,43.8,30.6,9.3
8600000US60561,60561,ZCTA5 60561,23042,11107,2485,7345,1277,11935,2208,8218,1509,46.2,44.1,48.2,93.1,60.6,30.8,29.8,11808,88.8,4.5,0.6,0.1,0.8,5.2,1,32.6,9135,5328,2793,2.52,6342,3.08,2193,19.2,16.3,64.5,9135,25.8,47,12.4
8600000US60563,60563,ZCTA5 60563,36696,17926,4626,11866,1434,18770,4385,12233,2152,36.4,35,37.8,95.5,57.3,22.3,35,19189,78.9,10.3,2.3,0.4,0.7,7.3,1.4,31.6,14765,7373,5681,2.42,9084,3.12,4376,28.8,17.3,53.9,14765,30.7,28.5,9.3
8600000US60564,60564,ZCTA5 60564,42423,21099,7297,13006,796,21324,6909,13505,910,38.7,38.9,38.6,98.9,62,11.5,50.5,20648,79.5,7.8,0.6,0,1.2,10.8,1.4,43.5,13097,10629,1538,3.24,11559,3.5,6742,13.1,17.1,69.8,13097,52.5,24,3.1
8600000US60565,60565,ZCTA5 60565,40972,20101,6339,12713,1049,20871,5473,13987,1411,41.5,39.9,42.6,96.3,58.8,16.9,41.9,20934,80.8,9.7,0.5,0.1,0.5,8.4,1.1,38.9,13788,9925,2534,2.96,11254,3.32,5714,15.3,14.1,70.6,13788,43,33.9,5.4
8600000US60585,60585,ZCTA5 60585,23604,12092,4844,6918,330,11512,3986,7074,452,34.5,32.1,36.5,105,69.2,9.8,59.4,11726,89.4,4.6,0.1,0,0.2,5.7,2.2,43.2,6921,5449,954,3.41,5967,3.73,4062,16.5,17.9,65.6,6921,59.4,18.1,2.6
8600000US60586,60586,ZCTA5 60586,47244,22818,7670,14515,633,24426,9180,14452,794,31.3,32.4,30.5,93.4,60.1,8.7,51.4,23838,92.7,2.9,0.5,0,0.5,3.4,1.2,38.3,13682,9754,1992,3.45,11690,3.73,7113,13.8,21.5,64.7,13682,55,19.1,2.4
8600000US60601,60601,ZCTA5 60601,13695,7015,623,5750,642,6680,1069,4994,617,38.3,39.2,37.9,105,25.2,16.5,8.7,8098,22.5,17.6,44.3,1.5,3.4,10.7,3.5,22.6,8248,2609,5539,1.59,2709,2.36,705,75.2,6.1,18.7,8248,8.5,26.8,10.1
8600000US60602,60602,ZCTA5 60602,1252,663,113,542,8,589,125,459,5,26.3,26.9,25.7,112.6,11.4,1.6,9.8,868,11.4,13,69.6,0,0,6,4.3,14.4,607,276,331,1.69,276,2.38,72,59.7,0,40.3,607,11.9,1.3,0.7
8600000US60603,60603,ZCTA5 60603,1029,446,76,340,30,583,147,426,10,26.3,31.5,21.1,76.5,14.2,8.7,5.5,595,25.2,11.1,58,0,1.7,4,3.5,23,466,150,306,1.8,160,2.38,29,31,0,69,466,6.2,18.7,0
8600000US60604,60604,ZCTA5 60604,619,304,28,254,22,315,15,287,13,44.6,46.7,33,96.5,20,11.6,8.3,416,14.2,17.3,56.7,0,5.3,6.5,4.3,22.1,381,109,243,1.62,138,2.36,18,66.7,0,33.3,381,4.7,28.6,1.3
8600000US60605,60605,ZCTA5 60605,26623,12721,1794,10467,460,13902,2627,10456,819,32.8,33.4,32.4,91.5,20.9,9.6,11.3,17109,38.4,25.4,23,2.7,3.9,6.6,2.1,27.6,13320,4468,7984,1.78,5336,2.52,1536,44.9,14.1,41.1,13320,12.2,20.1,7.7
8600000US60606,60606,ZCTA5 60606,3011,1452,127,1237,88,1559,76,1483,0,33,33.4,32.7,93.1,23,14.8,8.3,2361,26.2,16.1,39.9,0.5,4.1,13.2,6.2,26.7,1999,456,1441,1.51,558,2.35,180,100,0,0,1999,9,17.3,9.3
8600000US60607,60607,ZCTA5 60607,28377,14052,2159,11366,527,14325,2681,11178,466,30.5,31.4,29.7,98.1,19.3,6.6,12.7,17388,38.2,27.4,24.2,3.1,1.9,5.2,1.3,26.2,12465,3693,7975,2.01,4490,2.75,1524,45.9,19.4,34.7,12465,13.1,13.3,4.4
8600000US60608,60608,ZCTA5 60608,78072,43152,9684,31473,1995,34920,8742,23816,2362,31.6,31.1,32.3,123.6,41.5,12.3,29.2,31879,57.6,28.4,5.5,3.6,1.9,2.9,0.7,31.6,25372,8267,10713,2.71,14659,3.56,6901,21.8,20.2,57.9,25372,30.7,27.5,7.2
8600000US60609,60609,ZCTA5 60609,62250,30729,9684,19649,1396,31521,9524,19776,2221,31.6,31.5,31.9,97.5,59.5,15,44.5,23358,69.9,21.7,5.3,0.7,0.4,2,0.8,31.7,19717,7087,6448,3.14,13269,3.89,6980,21.5,21.9,56.5,19717,40.1,32,10.4
8600000US60610,60610,ZCTA5 60610,38438,17248,2206,13300,1742,21190,2066,16548,2576,34.1,33.9,34.3,81.4,35,22.4,12.7,24207,31.5,32.8,19.5,2.1,5.4,8.7,1.1,26.8,23208,5172,16677,1.59,6531,2.53,1840,38.8,17.7,43.5,23208,9.1,28.1,12.6
8600000US60611,60611,ZCTA5 60611,31563,14488,984,11755,1749,17075,1127,13508,2440,38.9,38.4,39.3,84.8,34.1,26.7,7.4,19069,28.4,20.8,36.6,1.4,5.5,7.3,1.2,25.5,20267,5852,13638,1.54,6629,2.28,1159,58.8,4.9,36.3,20267,5.8,28.6,10
8600000US60612,60612,ZCTA5 60612,35559,17292,5146,11446,700,18267,4640,12315,1312,31.1,30.3,31.7,94.7,50.1,13.6,36.5,14113,51.1,32,5.9,3.5,1.6,6.1,1.2,32.1,13300,2392,6917,2.51,6383,3.64,3050,20.2,22.4,57.4,13300,27.7,28.8,12.5
8600000US60613,60613,ZCTA5 60613,49519,24845,2934,20874,1037,24674,3105,19559,2010,32.1,32,32.2,100.7,25.4,10.8,14.6,33760,38,46.6,4,2.9,1.5,7,0.8,34.8,26096,6803,17877,1.88,8219,2.81,3346,44.9,10.7,44.3,26096,13.3,18.3,8.1
8600000US60614,60614,ZCTA5 60614,69817,34598,6305,26541,1752,35219,6017,27102,2100,30.1,30.3,29.8,98.2,29,10.9,18.1,45579,38.6,43.2,6.7,2.4,2.6,6.6,0.8,31.1,33696,9913,22111,1.96,11585,2.91,5225,43.7,14.3,42.1,33696,15.8,17.9,7.7
8600000US60615,60615,ZCTA5 60615,40257,18956,4463,13037,1456,21301,3919,15017,2365,33.5,32.4,34.8,89,47.1,20.6,26.5,18159,43.3,31.5,14.8,3.7,1.3,5.5,1.1,30,20281,4124,12769,1.94,7512,3,3538,25.3,18.5,56.2,20281,19.6,30.4,13.8
8600000US60616,60616,ZCTA5 60616,52580,24955,5446,17724,1785,27625,4704,19778,3143,36.2,34.3,38.1,90.3,44.8,20.5,24.3,25433,55.5,25.1,11.1,1.8,2.4,4,0.9,28.8,23203,6578,12779,2.15,10424,3.15,4542,25.2,14.9,59.9,23203,22.1,31.9,12.2
8600000US60617,60617,ZCTA5 60617,80002,36966,11266,22233,3467,43036,11805,25894,5337,37.5,35.3,39,85.9,69.8,26.1,43.7,28997,72.3,22,2.1,0.3,0.8,2.4,1,36.8,27752,9236,9211,2.87,18541,3.61,7974,16.3,22.7,61,27752,35.2,43.7,12.5
8600000US60618,60618,ZCTA5 60618,95632,48631,11551,34788,2292,47001,11234,32246,3521,33.8,33.5,34.1,103.5,45.1,13.2,31.9,51599,58.5,28.7,3.3,2.2,1.2,6.2,0.6,36.1,35533,15292,14368,2.68,21165,3.41,10629,33,18.2,48.8,35533,32.6,23.3,5.9
8600000US60619,60619,ZCTA5 60619,62822,27601,7704,17684,2213,35221,8247,22220,4754,39.1,35.8,42.3,78.4,62.8,25.3,37.5,22102,60.9,31.6,1.9,0.1,1,4.5,1.8,41.3,25789,4549,12172,2.43,13617,3.45,5699,15.9,23,61.1,25789,28.2,43.8,15.4
8600000US60620,60620,ZCTA5 60620,69299,30843,9028,18866,2949,38456,8062,24911,5483,39.6,35.1,42.5,80.2,63.3,27.4,35.9,24112,63.3,30.7,1.6,0,0.8,3.6,1.2,40.2,25623,5528,9528,2.68,16095,3.5,5560,15.1,17.9,67,25623,31.3,43.3,12.3
8600000US60621,60621,ZCTA5 60621,31383,13996,4823,8192,981,17387,5152,10590,1645,31.2,29.8,32.3,80.5,66.9,19.4,47.4,7794,50.8,40.1,3.1,0,1.2,4.9,1.7,40,11047,1300,4557,2.79,6490,3.78,3105,20.1,19.2,60.6,11047,36.3,35.1,13.5
8600000US60622,60622,ZCTA5 60622,54467,28410,5006,22479,925,26057,5089,19779,1189,31.8,31.8,31.7,109,30.4,7.9,22.5,34535,47.6,32.9,5.6,5.3,1.7,7,0.7,29.7,23600,6832,13884,2.29,9716,3.2,4405,42.5,18.7,38.8,23600,20.5,14.4,4.7
8600000US60623,60623,ZCTA5 60623,88137,43386,15629,25908,1849,44751,14798,27026,2927,29.3,28.3,30.5,96.9,65.6,13.5,52.1,31207,67.3,20.8,6.6,0.8,1.2,3.4,0.9,35.8,24958,8769,6197,3.52,18761,4.06,10034,17,28,55,24958,48.4,30.2,6.1
8600000US60624,60624,ZCTA5 60624,38134,17973,6972,10254,747,20161,6374,12015,1772,28.7,26.5,31.3,89.1,71.9,17.8,54.2,10263,54,34.9,2.9,0.7,3.8,3.7,1.3,36.3,11912,1925,3990,3.14,7922,3.97,3963,16.7,29.8,53.6,11912,42.3,35.6,11.4
8600000US60625,60625,ZCTA5 60625,79157,39648,9139,28818,1691,39509,8778,28048,2683,34,33.8,34.3,100.4,40.8,12.4,28.3,43277,52.3,34,5.9,1.9,1.1,4.9,0.8,37,29157,12239,12391,2.64,16766,3.41,7854,34.6,15.4,50,29157,29.6,24,5.7
8600000US60626,60626,ZCTA5 60626,50090,24323,4964,18192,1167,25767,5696,17911,2160,33.9,33.9,33.8,94.4,36.9,13.1,23.8,26584,41.4,41.3,7.6,2,2.1,5.6,1.1,36.9,22314,5584,13771,2.09,8543,3.2,3944,29.5,23.6,46.8,22314,19.8,21.1,8.5
8600000US60628,60628,ZCTA5 60628,68077,30248,9302,17841,3105,37829,9480,23382,4967,37.9,35.1,40.4,80,69.5,28.4,41.1,21985,66.7,27.2,2.1,0.4,0.8,2.8,1.3,39.9,23528,5698,7971,2.86,15557,3.64,5773,14.7,19.4,66,23528,33.5,46.1,12.2
8600000US60629,60629,ZCTA5 60629,115104,55867,18882,34707,2278,59237,19931,35940,3366,30.4,30.1,30.7,94.3,62.1,12.6,49.6,44269,75.9,17.9,3.5,0.5,0.3,1.9,0.8,36.8,30979,13588,7563,3.71,23416,4.31,12969,13.6,23.7,62.7,30979,51.1,31.5,7.7
8600000US60630,60630,ZCTA5 60630,57627,28397,7238,19253,1906,29230,6180,19615,3435,38.6,37.3,40.2,97.2,52.9,20.1,32.8,29081,74.6,19.9,1.3,0.7,0.8,2.8,1.2,35.8,20854,10433,7089,2.75,13765,3.46,5862,26,16.3,57.7,20854,30.6,36.3,10.6
8600000US60631,60631,ZCTA5 60631,28238,13214,2729,9086,1399,15024,3051,9224,2749,43.3,42.7,43.8,88,62.7,30.8,31.9,14344,82.5,9.9,2.4,0.8,1,3.3,1.3,32.7,11596,5930,4533,2.39,7063,3.14,2790,23.5,15.3,61.2,11596,25.2,43.2,17.9
8600000US60632,60632,ZCTA5 60632,91668,47103,15871,28988,2244,44565,15022,26892,2651,30.6,30.3,30.9,105.7,62.8,13.4,49.3,37314,74.9,18.9,3.7,0.5,0.7,1.3,0.8,35.8,24405,12742,4927,3.74,19478,4.17,10927,12.9,24.3,62.8,24405,51.2,30,6.4
8600000US60633,60633,ZCTA5 60633,12817,6605,1640,4410,555,6212,1457,4027,728,39.1,35,42.3,106.3,53,20.5,32.5,5515,82,14.9,2,0,0.4,0.7,2.3,30.9,4721,1761,1721,2.65,3000,3.32,1079,27.8,13.6,58.6,4721,29.5,37.6,11.4
8600000US60634,60634,ZCTA5 60634,73382,35584,8753,24061,2770,37798,9101,24842,3855,38.6,38.2,39.1,94.1,55.5,21.5,34,36407,83.2,11.5,2,0.3,1.1,1.9,0.7,38.8,25559,12382,7970,2.86,17589,3.51,7406,24,19.5,56.5,25559,32.8,38.9,10
8600000US60636,60636,ZCTA5 60636,35779,16827,4905,10376,1546,18952,5182,11556,2214,35.3,33.1,38,88.8,67.9,25.3,42.6,9947,61.1,30.5,3.7,0.5,0.6,3.6,1.3,41.4,11258,2223,3807,3.14,7451,3.96,2988,17.5,22.4,60.1,11258,36.7,46.3,15
8600000US60637,60637,ZCTA5 60637,49158,21577,7914,12516,1147,27581,7906,17549,2126,30.3,26.6,32.8,78.2,57.1,16.9,40.2,15967,43.7,31.3,16.4,1.8,1.5,5.3,1.4,31.3,18877,3278,9088,2.42,9789,3.44,4908,20.2,27.9,51.9,18877,30.9,33.5,12.6
8600000US60638,60638,ZCTA5 60638,57746,28557,7271,18977,2309,29189,7741,18287,3161,38.4,38.2,38.5,97.8,60.4,22.8,37.6,26456,82.4,13.5,1.8,0.4,0.4,1.5,0.9,34.8,19865,10237,5686,2.91,14179,3.51,6272,20.1,19.4,60.5,19865,34.8,41.4,11.2
8600000US60639,60639,ZCTA5 60639,90211,45209,14442,28852,1915,45002,13918,28392,2692,31.8,31.1,32.3,100.5,57.4,12.8,44.7,39419,74.2,17.7,3.3,0.9,2.1,1.8,0.8,38,25457,10491,6109,3.53,19348,4.05,9763,18.1,26.9,54.9,25457,46,32,6.4
8600000US60640,60640,ZCTA5 60640,67088,34561,4795,27494,2272,32527,4150,24814,3563,37.5,37.5,37.5,106.3,32.8,16.1,16.7,38108,38.9,44,4.8,2.8,2.1,7.4,0.7,36.6,34543,8733,22368,1.87,12175,2.89,4365,39.8,13.9,46.3,34543,13.9,24.5,10.2
8600000US60641,60641,ZCTA5 60641,70642,35110,9225,23936,1949,35532,7784,24981,2767,35.7,34.2,37.5,98.8,47.7,15.2,32.5,36788,70.4,21.6,2.5,0.8,1.4,3.4,0.7,36.1,24671,11290,8288,2.85,16383,3.53,7290,26.4,18,55.6,24671,33.3,31.5,7.7
8600000US60642,60642,ZCTA5 60642,19508,9952,1364,8285,303,9556,1081,7976,499,31.8,31.9,31.8,104.1,23.1,8.1,15,13406,40.6,38.7,5.8,4.9,2.2,7.8,1.2,28.4,9185,2734,5574,2.11,3611,2.89,1330,50.6,12,37.4,9185,15.9,13.7,3.8
8600000US60643,60643,ZCTA5 60643,50507,23327,5872,14926,2529,27180,6328,16509,4343,43.9,43.3,44.7,85.8,67.2,30.6,36.5,20612,72.4,20.5,1.8,0.2,0.5,4.5,1.5,35.9,17919,7020,5798,2.8,12121,3.5,4299,13.1,17.6,69.3,17919,30.4,49.1,13.4
8600000US60644,60644,ZCTA5 60644,49645,22967,7994,13510,1463,26678,7386,16799,2493,32.6,30.4,34.5,86.1,66,19.4,46.7,15105,56.6,36.4,2.9,0.5,1.8,1.9,1.7,38.1,16490,2902,6464,2.95,10026,3.94,4544,20.8,22,57.2,16490,37.2,36.9,10.6
8600000US60645,60645,ZCTA5 60645,47131,23260,6628,15147,1485,23871,6808,14837,2226,35.7,35.1,36.2,97.4,62.6,19.2,43.4,19888,67.1,19.5,5.9,1.9,1.9,3.7,1.2,32.4,16074,7497,5491,2.87,10583,3.6,5292,23.1,27.1,49.8,16074,34.7,35.8,9.8
8600000US60646,60646,ZCTA5 60646,27454,13109,3117,8274,1718,14345,3406,8407,2532,43.9,42.5,44.8,91.4,76.8,37.4,39.4,12647,82.4,10.3,2.2,0.2,0.2,4.6,1.3,31.5,10676,6091,3677,2.55,6999,3.27,2860,23.4,20.5,56.2,10676,28,48,17.9
8600000US60647,60647,ZCTA5 60647,88866,44898,10173,32991,1734,43968,10191,31846,1931,31.4,31.6,31.2,102.1,38.2,9.2,29,49580,52.4,32.2,3.5,4.7,1.5,5.7,0.7,32.9,34086,11120,16705,2.59,17381,3.47,8173,34.4,18.5,47.1,34086,26.6,18.1,5.8
8600000US60649,60649,ZCTA5 60649,45218,19180,5618,12036,1526,26038,5914,17532,2592,38.4,36.7,39.2,73.7,59.2,22.5,36.6,16562,52.2,41,2.1,0.2,1.2,3.3,1.7,42.8,20735,2883,11742,2.14,8993,3.32,4409,24.9,21.1,54,20735,25.7,34.5,13.7
8600000US60651,60651,ZCTA5 60651,61759,28798,9113,17946,1739,32961,9252,21237,2472,33.3,31.7,34.5,87.4,61.7,17.9,43.9,22476,68.3,23.5,1.5,1.7,2.4,2.8,1.3,37.3,19080,5829,5543,3.22,13537,3.88,5964,13.6,27.7,58.7,19080,41,37.6,6.8
8600000US60652,60652,ZCTA5 60652,43228,21108,6498,13267,1343,22120,6526,14037,1557,35.3,34,36.8,95.4,58.6,16,42.6,19097,82.9,14.5,0.7,0,0.3,1.7,1.2,36.4,13131,6271,3032,3.28,10099,3.82,4755,11.5,23.5,65,13131,44.4,34.1,7.8
8600000US60653,60653,ZCTA5 60653,31045,13304,4706,7704,894,17741,4248,11571,1922,36.1,31,37.9,75,66.7,23,43.7,11025,54.5,33.6,3.7,0.4,1.6,6.1,1.6,36.2,13892,2009,6975,2.19,6917,3.22,3573,19.8,21.3,58.9,13892,31.2,35.2,18.1
8600000US60654,60654,ZCTA5 60654,17328,8617,608,7813,196,8711,655,7854,202,32.4,33.9,31.1,98.9,12.1,4.2,7.9,12980,26.4,13.8,44.9,1,4.2,9.6,2.1,23,11526,2295,8858,1.49,2668,2.46,727,72.1,3.4,24.5,11526,6.5,10.1,2.1
8600000US60655,60655,ZCTA5 60655,28741,13881,3941,8993,947,14860,4060,9451,1349,37.9,37.8,38,93.4,57.8,18.2,39.6,14070,87.1,7.4,2.6,0.1,0.6,2.1,1.2,34.6,10078,5842,2851,2.78,7227,3.38,3444,24.8,16,59.2,10078,36.1,35.6,9.5
8600000US60656,60656,ZCTA5 60656,27926,13886,3062,9641,1183,14040,2685,9236,2119,40.4,39.4,41.8,98.9,57.1,26.2,31,14183,81.9,12.8,0.9,0.1,0.3,4.1,1.1,31.3,11887,5923,4494,2.35,7393,3.04,2730,28.2,21.5,50.3,11887,24.2,38.3,11.5
8600000US60657,60657,ZCTA5 60657,70105,34375,4277,28355,1743,35730,3883,29822,2025,30.9,31.8,29.8,96.2,23.3,9.6,13.7,49502,33.9,50.2,5.1,2.2,1.7,6.8,0.7,34.7,36872,9636,25721,1.89,11151,2.78,4475,51.7,11.3,36.9,36872,12.4,16,7.2
8600000US60659,60659,ZCTA5 60659,38995,20082,5295,13384,1403,18913,4850,12531,1532,34.1,32.6,35.2,106.2,56.1,18.5,37.6,18844,70.4,18,5.7,1.5,1.1,3.3,1.3,32.4,12452,5780,4358,3.1,8094,3.87,3848,19.1,26,54.9,12452,34.4,33.7,5.7
8600000US60660,60660,ZCTA5 60660,41490,20878,3230,16460,1188,20612,3647,14857,2108,37.1,37.7,36.3,101.3,32.6,16.6,16,22976,41.4,43.5,5.6,1.9,2.3,5.2,0.9,37,20329,5279,12768,1.89,7561,2.83,2692,34.3,12.6,53,20329,14.1,29.5,11.9
8600000US60661,60661,ZCTA5 60661,9343,4860,399,4428,33,4483,283,4190,10,31.4,31.8,30.8,108.4,9.4,2.4,7,6887,26.4,18.1,47.7,0.2,2.6,5,2.4,25.5,5653,1520,3908,1.65,1745,2.34,494,83.4,0,16.6,5653,8.7,5.3,1.6
8600000US60706,60706,ZCTA5 60706,23604,11210,2195,7495,1520,12394,2112,7849,2433,47,44.1,49.1,90.4,64.2,37,27.2,10741,86.4,7.1,2.3,0.3,1.1,2.9,1.5,32.4,8908,4578,2945,2.6,5963,3.27,2060,23.1,18.1,58.8,8908,25,53.2,16.5
8600000US60707,60707,ZCTA5 60707,43451,20599,5230,13894,1475,22852,5127,15258,2467,39.2,37.3,40.2,90.1,55.3,21.4,33.9,20341,83.3,11.2,1.2,0.2,1.6,2.5,1.2,37.4,15568,7473,5137,2.78,10431,3.49,4430,20.9,18.3,60.8,15568,34,38.3,11.2
8600000US60712,60712,ZCTA5 60712,12637,5964,1601,3496,867,6673,1487,4052,1134,46.4,45.5,47,89.4,81.5,41.9,39.6,5485,86.2,4.5,0.6,0,0.7,8,1.8,29.7,4190,2863,922,3,3268,3.51,1178,14,22.8,63.2,4190,30.1,60.2,16.1
8600000US60714,60714,ZCTA5 60714,29730,14222,2877,9248,2097,15508,2452,9296,3760,48.6,43.8,51.5,91.7,72.6,44.5,28.1,12941,89.2,5.5,1.1,0.5,0.9,2.9,1.1,29.3,10974,5781,3586,2.6,7388,3.27,2383,26.1,15.1,58.7,10974,24.3,53.5,18.4
8600000US60803,60803,ZCTA5 60803,22762,10869,2844,7226,799,11893,3444,7316,1133,33.7,33.3,34,91.4,59.3,19.5,39.8,10518,89,7.6,1.1,0,1.1,1.2,1.5,33.4,8305,3290,3044,2.74,5261,3.52,2582,19.1,20.4,60.5,8305,34.7,35.1,13.1
8600000US60804,60804,ZCTA5 60804,83972,42843,15116,26124,1603,41129,14308,24776,2045,28.7,28.4,29,104.2,61.9,10.6,51.3,35306,82.4,12,2.8,0.5,1,1.2,0.6,32.1,21975,10781,4182,3.8,17793,4.22,10487,14.3,29.8,55.9,21975,54.4,25.4,4.8
8600000US60805,60805,ZCTA5 60805,19849,9369,2934,5736,699,10480,2605,6647,1228,40,36.2,42.8,89.4,62.7,21.7,41,9267,81.4,13.2,2.1,0.1,0.3,2.9,2,36.5,7256,3753,2106,2.71,5150,3.32,2302,13.9,16.1,70,7256,35.5,37.7,11.1
8600000US60827,60827,ZCTA5 60827,28864,13299,5224,7311,764,15565,4278,10204,1083,31.9,27.2,35.4,85.4,66,16.1,49.9,9260,77.6,16.9,2.2,0,1,2.2,2.2,35.4,10506,2276,3854,2.74,6652,3.57,3297,18.4,20.7,60.9,10506,37.1,30.9,8.1
8600000US60901,60901,ZCTA5 60901,36150,17674,4994,11344,1336,18476,5084,11333,2059,36.2,35.4,37.3,95.7,67.2,24,43.2,14065,86,4.5,2.8,0.2,3.5,3,1.2,24,12851,4991,4756,2.67,8095,3.37,3693,19.1,23.6,57.3,12851,31.9,37.8,11.2
8600000US60910,60910,ZCTA5 60910,477,244,59,158,27,233,86,119,28,35.2,40.2,27.8,104.7,68.6,23.3,45.2,176,98.9,0,0,1.1,0,0,3.5,19.4,172,98,54,2.77,118,3.52,47,27.7,21.3,51.1,172,33.7,32,10.5
8600000US60911,60911,ZCTA5 60911,1562,828,231,550,47,734,135,538,61,40.4,34.2,44.3,112.8,53.6,20.4,33.2,869,89.6,0,1.4,0,1.7,7.2,2.9,27.2,583,375,154,2.68,429,3.16,175,5.7,29.7,64.6,583,33.1,39.6,10.8
